NewID#,ID#,Español,English,Preguntas/Notas,TLHP,TLHP_toneless,TLHP_notas,SMP/PiedraAzul,IPA_SMP/Piedra Azul,SMP/PiedraAzul_toneless,SMP_notas,San Marco de la Flor (SMP),,SMP,SSM,SSM_toneless,SSM_notas,SMD/Carmen,SMD/Carmen_toneless,SMD_notas,SJM (La Batea),SJM_toneless,SJM_notas,UDC,UDC_toneless,SMA,SMA_toneless,SFH,SFH_toneless,SFH,SFH,GDM,GDM_toneless,SMP/SIR,SMP/SIR_toneless,SMC,SMC_toneless,SMP/P,SMP/P_toneless,SMD/Javier,SMD/Javier_toneless,TDV,TDV_toneless,TDV_notas,Joss_notes,Joss_Dur,Joss_Mix,Joss_Pera,Joss_Metl,pMx,Joss#,Dürr,Dürr tone,Dürr#,Camp#,Kauf#,SMD/Erika,SMD/Erika_toneless,,,
723,994,mazorca,dried ear of corn,,nií,nii,,nijǐ,,niji,,nijǐ,,,—,—,,niì,nii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,995,canción,song,check if there's a difference with canción,yaa,yaa,,yaà,,yaa,,yaà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
725,997,familia,family,see 597,tá'an,ta'an,,nà ve'e,,na ve'e,,nà-ve'e,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
726,998,tío,uncle,,xito,xito,,xito,,xito,,xito,,,xitò,xito,,shito,shito,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sítò,A.B,34,,,,,,,
727,999,tía,aunt,,xixi,xixi,,xixi,,xixi,,xíxi,,,—,—,,shishi,shishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sísì,A.B,35,,,,,,,
728,1000,año pasado,last year,,kwi'yà ava,kwi'ya ava,,àvà,,ava,,áva,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,1002,machete,machete,,yùchìn,yuchin,,yuchì,,yuchi,,xànì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
730,1003,metlapil,,DUPLICATE 998,nda'á yòso,nda'a yoso,,nta'ǎ yòsó,,nta'a yoso,,nta'ǎ yòsó,,,—,—,,nta'à yàsa,nta'a yasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,1004,derecho,straight,,ndǎku,ndaku,,ntǎku,,ntaku,,ntǎku,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
732,1005,frondoso,lush,,kó'ò,ko'o,,kó'ò,,ko'o,,kó'ò,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733,1006,escarcha,frost,,kaxin,kaxin,,kaxin,,kaxin,,yi'và,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
734,1008,toro,bull,difference to the other toro? no difference. Just because SMP has two forms there are two rows. [EWC],sindìkí,sindiki,,chèje,,cheje,,tsìntsikì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
735,1009,broma,joke,,sìki,siki,,sǐkì,,siki,,sǐkì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,1010,arete,earring,,sìkìn so'o,sikin so'o,,sìkì,,siki,,sijkì,,,—,—,,sikiso'o,sikiso'o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
737,1011,hambre,hunger,,sòko,soko,,sokô,,soko,,kójkun,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,1012,escalón,step,,kwà'to,kwa'to,,kuatò,,kuato,,kuatò,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,1013,sueño,dream,,xàni,xani,,xànì,,xani,,xànì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
740,1014,piña de ocote,pinecone,,chinkì,chinki,,—,,—,,ntsǐka tùxá,,,—,—,,txìntxìka,txintxika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,txìntxìka,txintxika,,,
741,1017,chintete,type of lizard,,melá nà'ña,mela naña,,nàjña,,najña,,kojǒ xijnǐ kǎvà,,,nañà,naña,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
742,1018,lagarto,cayman,,melá ká'nu,mela ka'nu,,—,,—,,là'lò,,,koíchi,koichi,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,1019,lagartija tipo culebra,caimán,,mela kòó,mela koo,,kòjǒ nta'ǎ,,kojo nta'a,,---,,,kólà,kola,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
744,1020,barro,clay,,ñu'ún kixín,ñu'un kixin,,ñu'ǔ kixǐ,,ñu'u kixi,,ñu'ǔn kìxǐn,,,ñoò kíxí,ñoo kixi,,ntxè'ì ,ntxe'i ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
745,1021,gorgojo,weevil,,tikìxín,tikixin,,ntsíí sí'vi,,ntsii si'vi,,tsikìxǐn,,,tìkixì nònì,tikixi noni,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
746,1022,pegajoso,sticky,,kixín,kixin,,kìxín,,kixin,,kixin,,,kixí,kixi,,—,—,,kixí,kixi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
747,1023,chinche,,,tyà'á,tya'a,,tsiá'a,,tsia'a,,--,,,tìya'á,tiya'a,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
748,1024,cuervo,crow,,sàta,sata,,saà ntsiáá,,saa ntsiaa,,saà ntsìǎ,,,—,—,,txìkáká,txikaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
749,1025,vómito,vomit,difference to other vomito? es verbo o sustantivo?,ndùxàn,nduxan,,ntùxan,,ntuxan,,ntuxàn,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
750,1026,bellotas,,,tindika,tindika,,chìnki,,chinki,,chì'nkì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
751,1027,tierno,sticky,Aque se ferieron con tierno?,ìtàá,itaa,,íjtsiá,,ijtsia,,itsǐa,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
752,1028,campana,bell,,kàà ká'a,kaa ka'a,,kàà,,kaa,,kàà ka'a,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
753,1029,claramente,clearly,,nduxan,nduxan,,káxin,,kaxin,,ntúxá,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,1039,limpio,clean,what is the difference to the other limpio,vií,vii,used more as bonito,vìjǐ,,viji,,ntúxá,,,—,—,,—,—,,,,,vií,vii,vií,vii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
755,1040,hondo,deep,,kunu,kunu,,kònò,,kono,,kònò,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
756,1042,San Jerónimo Progreso,San Jerónimo Progreso,,Xindóko,Xindoko,,Siókò,,Sioko,,Siávì,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
757,1043,San Andrés Montaña,San Andrés Montaña,,—,—,,Siávi,,Siavi,,Siǒkò,,,—,—,,—,—,,,,,,,,,,,yuta níí,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
758,1044,San Miguel Aguacates,San Miguel Aguacates,,—,—,,yijǐ yá'a,,yiji ya'a,,yìvì yǎ'a,,,—,—,,—,—,,,,,,,,,,,yívì ya'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
759,1045,Santiago del Río,Santiago del Río,,—,—,,Ìjtsia Nùjǔ Yà'vi,,Ijtsia Nuju Ya'vi,,ìtsia nùjǔn yà'vi,,,—,—,,—,—,,,,,,,,,,,---,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
760,1046,San Francisco Tlapancingo,San Francisco Tlapancingo,,Tìnda'á,Tinda'a,,Tsíntà'á,,Tsinta'a,,tsinta'á,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
761,1047,San Marcos Natividad,San Marcos Natividad,,Xìkityùún,xikityuun,,Sono,,Sono,,---,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
762,1048,opresión,,Cuando no les dejan expresarse o hacer algo que quieren.,ta koo taxi-na ka'a-na o ika-na ndakùa kunì-nà,—,,xìkǐ,,xiki,,--,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
763,1049,cigarro,cigarette,,xanù ,xanu ,como tabaco (296),xanu,,—,,xánu,,,xano,xano,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,1050,hierba santa,hierba santa,,tùn ndóǒ,tun ndoo,,ntovà ntoj'ǒ,,,,ntova ntojǒ,,,—,—,,tùntóvá ntòò ,tuntova ntoo ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
765,1051,alaches,,,yuva tioó,yuva tioo,,yivâ tiôó,,—,,yìva tiôo,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
766,1052,pápalo,,,yuva ndùsú,yuva ndusu,,ntovà ntùsú,,—,,ntovà ntùsú,,,—,—,,ntova ntìsí,[papalo],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
767,1053,flór de calabaza,squash blossom,,vàya,vaya,,vayà ìkin,,—,,vǎyâ ikǐn,,,—,—,,ita yikìn,ita yikin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
768,1054,baba,"slime, saliva",,kàní,kani,,kájnǐ,,—,,kajni,,,—,—,,kanì,kani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
769,1055,resbaloso,slimy,,kaní,kani,,kaní,,—,,kání,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
770,1056,rebozo,shawl,,páñu,pañu,,[páñu],,[pañu],,paño,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
771,1057,carne seca,dried meat,,kùñu íchi,kuñu ichi,,koñû íchi,,—,,koñô íchi,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
772,1058,seco,dry,,íchi,ichi,,íchi,,—,,íchi,,,—,—,,ìchí,ichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
773,1059,carne fresca,fresh meat,,kùñu vixá,kuñu vixa,,koñû vixá,,—,,koñô víxá,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,1060,apretado,tight,,tuun,tuun,,toon,,—,,kutoòn ,,,—,—,,tuun,tuun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
775,1061,arco,arch? bow?,,tòso,toso,,—,,—,,tòso,,,—,—,,tòso,toso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
776,1062,jorobado,hunchbacked,,koso,koso,,—,,—,,kòso,,,—,—,,tosó,toso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
777,1064,enano,dwarf,,ko'nto,ko'nto,,—,,—,,nanù,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
778,1065,delicado/especial (de comer),picky,clarify difference to other delicado,ñú'u,ñu'u,,—,,—,,ñú'un,,,—,—,,ñú'ún,ñu'un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
779,1066,telaraña,spider web,,xindu'và,xindu'va,,—,,—,,xintó'va,,,—,—,,shìntò'và,shinto'va,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
780,1067,mugre,filth,,yakwà,yakwa,,—,,—,,yàjkuà,,,—,—,,yakuà,yakua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
781,1068,chueco,crooked,what is the difference to the other chueco?,yakwá,yakwa,,—,,—,,tsìkàvà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
782,1069,barato,inexpensive,,núú,nuu,,—,,—,,núun,,,—,—,,núú,nuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
783,1070,caro,expensive,,ncha'vi,ncha'vi,,—,,—,,yá'vi,,,—,—,,ya'vì,ya'vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
784,1071,piña de maguey,maguey core,,vixín yaví,vixin yavi,,—,,—,,yàjvǐ,,,vìsì yávì,visi yavi,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
785,1072,fondo ,,,xìyo kúxi,xiyo kuxi,,—,,—,,xǐyo ini,,,kotó màá,koto maa,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
786,1073,medio fondo,,,xìyo kúxi,xiyo kuxi,,—,,—,,xǐyo ini,,,xìyo màá,xiyo maa,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
787,1074,falda,skirt,,xìyo,xiyo,,—,,—,,xǐyo lo'o,,,xìyo,xiyo,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
788,1075,expuesto corporalmente,,(desnudo/a),chanta,chanta,,lampa,,lampa,,lampa,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
789,1076,globo,,tambien para cosas esferas,lampà ,lampa,,lompa,,lompa,,lompa,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
790,1078,mal aliento,bad breath,,xá'an yu'u,xa'an yu'u,,—,,—,,xa'an yu'u,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
791,1079,Virgin de Guadalupe,,,sí'o,si'o,,Sie'é,,Sie'e,,sí'yé,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bab,bab,,,
792,1081,madera soporte de la casa,,TLHP/horcones principales,si'ìn,si'in,,—,,—,,si'ìn,,,traándí,traandi,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
793,1082,inteligente,,what is the difference to the other inteligente?,nà va'a xìni,na va'a xini,,tò'va,,to'va,,và'a xijnǐ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
794,1085,primero,first,TLHP/ primero,nuǔ,nuuu ,,xíná,,xina,,xí'ná,,,—,—,,núnùú,nunuu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
795,1087,animal malo,,,kití kini,kiti kini,,—,,—,,và'a kijtsǐ,,,tíkíni,tikini,ñakini- 'evil woman' ,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796,1089,por la mañana,,,ta na'a,ta na'a,,—,,—,,tá na'a,,,tá náà,ta naa,SSM: tone sandhi from 'temprano',—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
797,1090,brotes de milpa,,TLHP/labrar,bìyù ,biyu ,,—,,—,,vìi,,,mbìyo,mbiyo,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
798,1091,avispa negra,,,tnàna/ tyana,tnana/ tyana,,—,,—,,rí santùxìn ntsiì,,,—,—,,chìsùn,chisun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799,1092,abejas andrenas,,,tìní,tini,,—,,—,,ñùjñǔ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
800,1093,chocolate,,,si'và chocolate,si'va chocolate,,—,,—,,_,,,jìvà,jiva,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
801,1095,gato montés,bobcat,,taiíñú,taiiñu,,—,,—,,chútu yuku ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
802,1096,comandancia,,,ve'e chíñu,ve'e chiñu,,kómíchiñu,,komichiñu,,ve'e choon,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
803,1102,una vez,one time,,iin ìchi,iin ichi,,iin ijchǐ,,iin ijchi,lit. 'one road',iin ntàsǎ,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804,1104,mayoría/principalmente,"mostly, primarily",,ndikuu,ndikuu,,nina,,nina,,ntsiku cháa-na,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805,1105,tequio,tequio (community work),,tequio,tequio,es en español coperación y tequio es en Mixteco,—,,—,,---,,,—,—,,{téquió},{tequio},disyllabic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
806,1106,pápalo,papalo,,yúva ndùúsu,yuva nduusu,,—,,—,,ntòva ntùsú,,,—,—,,ntovà ntìsí,ntova ntisi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
807,1107,guacamaya,macaw,,—,—,,—,,—,,lorò,,,—,—,,txìváxà,txivaxa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
808,1108,golondrina,swallow,,ndyuú,ndyuu,,—,,—,,ntsìxíjko,,,—,—,,txìshà'ntxá vìkò,txisha'ntxa viko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809,1109,galón,gallon container,,lampa ,lampa,,—,,—,,tsiá'a,,,—,—,,txìya'à,txiya'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
810,1110,arador (tlazahuate),harvest mite,el arador tiene muchas partes y cada uno de las cosas tienen su nombre ,yàtá,yata,,—,,—,,yàjtǎ,,,—,—,,txàvá,txava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
811,1111,higo,figs,,--,,,—,,—,,--,,,—,—,,mákìshì,makishi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
812,1112,camarón,shrimp,,-----,----,,—,,—,,kamarôn,,,—,—,,txìka txañù'ún,txika txañu'un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
813,1113,güey/compa,dude/friend,VOCATIVE informal,yani,yani,,ñǎ',,ña',,ra và'a ni ta'an,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
814,1114,azul,blue,,ndi'i,ndi'i ,,,,,,ntsí'i,,,,,,,,,ncháá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
815,1115,jabón,soap,Added from Dürr,nàma,nama,,,,,,nǎjma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nàwànʔ,B.Bʔ,71,,,,,,,
816,1116,guajolota,,Added from Dürr,tiùún sí'i,tiuun si'i,,,,,,tsiujǔn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tɨ-yuunʔ,modified,93,,,,,,,
817,1117,cuñado (marido de hermana de uno),,Added from Dürr,tálò'o,talo'o,,,,,,kàsá-nto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kasaʔ,modified,96,,,,,,,
818,1118,pequeño (en pedazos?),small,Added from Dürr,sava vali,sava vali,,,,,,litsín,,,,,,,,,kwáchi,kwachi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kweti,modified,101,,,,,,,
819,1119,mujer,woman,hay dos palabras (1177) hay un poco de diferencia.,sí'i ,si'i ,Esta palabra se puede utilizar para humanos y animales.,,,,,si'i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yáʔánʔ,A.Aʔ,13,,,,,,,
820,1120,adobe,adobe,Added from Dürr,dò'o kwá'a,do'o kwa'a,,,,,,ntò'o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ndòʔó,B.A,53,,,,,,,
821,1121,cuñada (esposa de hermano de uno),sibling's wife,Added from Dürr,nálo'ò,nalo'o,,,,,,--,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,xènú,B.A,55,,,,,,,
822,1122,sobrina,niece,Added from Dürr,xìkùn,xikun,,xùkù,,,,xùkù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sìkù,B.B,82,,,,,,,
823,1123,ser,be,COPULA,koo,koo,,kúu/kúú,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
824,1124,semilla de maíz,corn seed,,nùní tata,nuni tata,,tajtân,,tajtan,,se'e nùjnǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
825,1125,bandeja,tray,,xkó'ó ndikà,xko'o ndika,,,,,,xíkó'ó,,,,,,[bandéjá],[bandeja],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
826,1126,modorro,,,---,,,,,,,,,,kuchíshi / ntichíshi,,check tone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
827,1127,esqueleto,,,leke,es igual que hueso,,lekìe,,,,la muerte,,,lasa kùñu,,,,,,kiche'é,,,,konto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
828,1128,boton,button,,ikín sa'ma,ikin sa'ma,,botoni,,,,votonì,,,votóní,votoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
829,1129,médula ósea,bone marrow,,liki,liki,es la macita q esta dentro del hueso,liki,,,,ntsìki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
830,1130,árbol,tree,,itú,itu,,ijtǔ,,,,ijtǔn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
831,1131,mundo,world,,yúví,yuvi,,,,,nì yivi,ñuù yivì,,,ñoyiví,,,,,,ñà yívǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
832,1132,durazno,peach,,ndè'e,nde'e,,,,,,ntsie'ě,,,ndiàyà,,,,,,nchè'ě,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
833,1133,cráneo,cranium,"(skull, when alive)",leké xìní,leke xini,,ìjkì xijnǐ,,,,ìjki xijnǐ,,,,,,,,,ikíché'é xìnǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
834,1134,liebre?,hare,Yésica will check salúrrù gloss,leko,leko,,,,,,leso,,,,,,,,,salúrrù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
835,1135,adelante/arriba,ahead/ontop,,nùún,nuun,,chíjnu,,chijnu,"por arriba, chí nìjnu",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
836,1136,diferente,different,,síin,siin,,síin,,siin,,sisiìn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
837,1137,"esposa, mujer",wife,,sí'i,si'i,,ísí'i,,isi'i,,isi'ì,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
838,1138,poquito,little bit,,lo'o tíín,lo'o tiin,,chaa,,chaa,,litsín,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
839,1139,músico,musician,los músicos,nà ská'a,na ska'a,,,,,,sáka'a,,,tìtìví,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
840,1140,araña,spider,,tìndóò,tindoo,,,,,,tsìnto'jǒ,,,tìndóò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
841,1141,estudiante,student,él o la estudiante,rà/ ñá ská'a,ra/ña ska'a,,,,,,sákua'a,,,tì-jákua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
842,1142,nuestro cuerpo,our body,,kùñu-yó,kuñu-yo,,,,,,kòñèé,,,kòño-yó,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,1143,brazo,arm,,da'á nii,da'a nii,,,,,,nta'ǎ nii,,,chìyò,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,1144,pierna,leg,,sà'nta,sa'ta,,,,,,sì'in,,,jì'in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,1145,axila,armpit,,che'lè ,che'le,,,,,,chìxìn xe'è,,,xè'è,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,1146,tobillo,ankle,,vàvi suku xa'a,vavi suku xa'a,,,,,,sojkǔn xà'ǎ,,,jìkò sáà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,1147,muñeca de la mano,wrist,,sùkú nda'á,suku nda'a,,,,,,,,,jìkò ndáà,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,1148,calavera,skull (when dead),,leke nímà,leke nima,,,,,,,,,yikí xíní,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,1149,libélula,dragonfly,,tìtá'nu nùún tìkwíi,tita'nu nuun tikwii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,1150,cereza,cherry,,bolí,boli,,,,,,ntsie'ě tòjǒn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,1151,ciruela criolla,,,tìkàva,tikava,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,1152,passiflora ligularis o granadilla,,,tyoo,tyoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
