NewID#,ID#,Español,English,Preguntas/Notas,TLHP,TLHP_toneless,TLHP_notas,SMP/PiedraAzul,IPA_SMP/Piedra Azul,SMP/PiedraAzul_toneless,SMP_notas,San Marco de la Flor (SMP),,SMP,SSM,SSM_toneless,SSM_notas,SMD/Carmen,SMD/Carmen_toneless,SMD_notas,SJM (La Batea),SJM_toneless,SJM_notas,UDC,UDC_toneless,SMA,SMA_toneless,SFH,SFH_toneless,SFH,SFH,GDM,GDM_toneless,SMP/SIR,SMP/SIR_toneless,SMC,SMC_toneless,SMP/P,SMP/P_toneless,SMD/Javier,SMD/Javier_toneless,TDV,TDV_toneless,TDV_notas,Joss_notes,Joss_Dur,Joss_Mix,Joss_Pera,Joss_Metl,pMx,Joss#,Dürr,Dürr tone,Dürr#,Camp#,Kauf#,SMD/Erika,SMD/Erika_toneless,,,
258,,surco,planting row,,—,—,,—,,—,,—,,,yikò,yiko,,yikùn,yikun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,289,calzón,underwear,,xatú ,xatu ,,xajtû lo'o,,xajtu lo'o,,xajtû ini,xajtu ini,,satì lúù,sati luu,,—,—,,tsatù lundu,tsatu lundu,,,,sátyi,satyi,,,,,,,,,,,,,,,,,,,šati,čatu,saḁtu,--,xetu,181,,,,,,,,,,
260,290,sacerdote,priest,,sùtu,sutu,,sujtù,,sujtu,,sùjtù,sujtu,,jùtì,juti,,sìtì,siti,,sùtù,sutu,,,,jùtyi,jutyi,,,,,,,,,,,,,,,,,,,siti,sutu,sutu,--,sutu,182,,,,,,,,,,
261,291,fierro,metal,,kàà,kaa,,kǎà,,kaa,,kàa,kaa,,kà'a,ka'a,,kàa,kaa,,kàa,kaa,,,,kàà,kaa,,,,,,,,,,,,,,,,,,,tũnĩ,tũnĩ,tõnĩ,--,tuni,183,kàá,BA,50,,,,,,,
262,293,ardilla,squirrel,,ndigwáñu,ndigwañu,,tsìkuáñu,,tsikuañu,,ntsìkuáñu,ntsikuañu,,ndikuání,ndikuani,,ntxikuání,ntxikuani,,ndikwáín,ndikwain,,,,,,,,,,,,,,,,,,,,,,,,či kwãñĩ,ndyikwãĩ,nč̢i kwãñũ,--,kweyũʔ,185,,,,,,,,,,
263,294,suelto,loose,,taya,taya,,—,,—,,tayà,taya,,táyà,taya,,—,—,,tayà,taya,tayà,,,taya,taya,,,,,,,,,,,,,,,,,,,taža,taya,taža,--,taya,186,,,,,,,,,,
264,295,pesado,heavy,,vèe,vee,,vèje,,veje,,vèje,veje,,vè'e,ve'e,,vèe,vee,,vèe,vee,,,,vèe,vee,,,,,,,,,,,,,,,,,,,vee,bee,vee̥e,--,weyi,187,,,,,,,,,,
265,296,tabaco,tobacco,,xanù,xanu,,xanù,,xanu,,xanù,xanu,,yùkù inó,yuku ino,,yìkì ìnù,yiki inu,,ngwìnǔ,ngwinu,,,,?,?,,,,,,,,,,,,,,,,,,,žiku ĩnũ (šãnũ = cigarro),ngwĩnũ (š̢ãnũ = cigarro),kwii̥nũ (šãnũ = cigarro),--,ino,188,,,,,,,,,,
266,297,amargo,bitter,what is the difference to the other amargo in SMP?,—,—,,ajtu,,ajtu,,òvà,ova,,—,—,,—,—,,,,,,,ìvà,iva,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
267,298,festividad/fiesta,festival,,viko,viko,,vijkǒ,,vijko,,vijkǒ,vijko,,vikò,viko,,vikò,viko,,vikǒ,,,,,víkò,viko,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
268,299,cerdo,pig,,kìnì,kini,,kinì,,kini,,kinì,kini,,ndìkochí,ndikochi,,kóchí,kochi,,kinì,kini,,,,kochí,kochi,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
269,300,pulga,flea,,tyo'ó,tyo'o,,tsiò'ó,,tsio'o,,tsiò'ó,tsio'o,,tìyò'ó,tiyo'o,,txò'ló,txo'lo,,chò'ó,,,,,tyiyo'ó,tyiyo'o,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
270,301,yunta,yoke,,yunta,yunta,es lo mismo,yújku,,yujku,,yǔnta,yunta,,yukú,yuku,yugo,—,—,,—,,,,,yúndá,yunda,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
271,302,mentiroso,liar,SMA lándò es igual que 'presumido' (#50),tú'ún,tu'un,,tu'ún,,tu'un,,ñà tó'on,,,latoón,latoon,,—,—,,tú'un,,compare with sachi,,,lándò,lando,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
272,303,aguja,needle,,tíku,tiku,,itsiukû,,itsiuku,,itsiukû,itsiuku,,iñó tùkú,iño tuku,,ítxikí,itxiki,,iñǔ,,,,,?,?,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
273,304,fiesta patronal,patron saint festival,,vikó ká'nu,viko ka'nu,,vijkǒ ká'nu,,vijko ka'nu,,vijko ká'nu,vijko ka'nu,,vikò káno,viko kano,,—,—,,vikǒ ñuù,,,,,víkò ká'nu,viko ka'nu,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
274,305,anteayer,day before yesterday,,kiún ,kiun ,,kiuùn,,kiuun,,kiuùn,kion,,kìñoòn,kiñoon,,yiki ñuun,yiki ñuun,,tá iku ñuù,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
275,306,compadre,co-father,,mva,mva,,{mpáa},,{mpaa},,mpáa,mpaa,,{mpáà},{mpaa},solo de hombre a hombre,{cùmpáà},{cumpaa},,mpáà,mpaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
276,307,"tipo de insecto, negro, puede volar",type of flying black insect,,tikó si'ví,tiko si'vi,escarabajo,ntúu,,ntuu,,ntsìsì'ví ,nstisi'vi,,—,—,,ntxitíví si'ví,ntxitivi si'vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
277,308,ropa,clothes,SPLIT into 2,tyòto/samá,tyoto/sama,,tsiǎà,,tsiaa,,tsiǎà,tsiaa,,jàmà,jama,,txikòtò,txikoto,,sa'mǎ,sa'ma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,sáʔwánʔ,A.Aʔ,6,,,,,,,
278,309,música,music,check if there's a difference with canción,yáa,yaa,,yaà,,yaa,,yaà,yaa,,yáà,yaa,,yaa,yaa,,yàà,yaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
279,310,becerro,bull calf,what is the difference to the other becerro?,,,becerro es lo mismo,měè,,mee,,tsìntsìki lo'o,tsintsiki lo'o,,chelò,chelo,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
280,,becerro,bull calf,what is the difference to the other becerro?,,,,mǎà,,maa,,—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
281,,becerro,bull calf,what is the difference to the other becerro?,,,,mǎà lo'o,,maa lo'o,(more original/correct),—,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
282,311,yerno,son-in-law,,càsa,casa,,kàsá,,kasa,,kàsá,kasa,,kàjá,kaja,,—,—,,séè,see,,,,,,,,,,,,,,,,,,kàsá,kasa,,,,,,,,,,-,,,,,,,,,,
283,312,bebé,baby,,lée,lee,,léé,,lee,,lěe,lee,,leè,lee,,leé,lee,,néné,nene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
284,315,blanco,white,,yaa,yaa,,yaa,,yaa,,yaa,yaa,,yaa,yaa,,kuíxín,kuixin,,yaa,yaa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
285,,blanco,white,,—,—,,—,,—,,—,,,kusí,kusi,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kwixin,modified,99,,,,,,,
286,317,ratón,mouse,,ti'ín,ti'in,,tsìín,,tsiin,,tsìín,tsiin,,titìín,titiin,,txìín,txiin,,tǐ'in,ti'in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,tɨyɨnʔ,modified,92,,,,,,,
287,318,nuevo,new,,xàá,xaa,,xàá,,xaa,,xàá,xaa,,sàá,saa,,xàá,xaa,,tsaa (MAM),tsaa (MAM),,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,xee,modified,107,,,,,,,
288,320,camote,tuber,,ndya'mí,ya'mi,,ña'mǐ,,ña'mi,ña'mi (M.M) for younger speakers,ña'mì,,,ñamìì,ñamii,,ña'mi,ña'mi,,ña'mǐ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
289,322,mojado ,wet,inanimate objects,vixá,vixa,,vixá,,vixa,,vixá,vixa,,vixá,vixa,,vishá,visha,,vixó,vixo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
290,323,rasposo,rough,,ndayù,ndayu,,ntayí,,ntayi,,ntayí,,,ndayí,ndayi,,ntaí,ntai,,ndaí,ndai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
291,324,aguacate,avocado,,tìchi,tichi,,chìjchí,,chijchi,,chìjchí,,,tìchí,tichi,,chìchí,chichi,,tǐchi,tichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
292,325,dinero,money,,xù'ún,xu'in,,xù'ún,,xu'un,,xù'ún,,,xò'ón,xo'on,,shù'ún,shu'un,,xǔ'un,xu'un,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,si-yuʔunʔ,modified,106,,,,,,,
293,326,metate,grindstone,,yuví,yuvi,,yòsó,,yoso,,yòsó,,,yòjó,yojo,,yòsó,yoso,,yǒso,yoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
294,327,mano,hand,,nda'á,nda'a,,nta'ǎ,,nta'a,,nta'ǎ,,,ndaà,ndaa,,nta'à,nta'a,,nda'á,nda'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,ndáʔáʔ,A.Aʔ,5,,,,,,,
295,328,polvo,dust,,yáka,yaka,,yájkǎ,,yajka,,yakǎ,,,yàká,yaka,,machi,machi,,yǎka,yaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
296,329,padre/papá,father,,tata,tata,,tájtě,,tajte,señor solamente,táta,,,tatá,tata,,tátà,tata,,tatà ,tata ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
297,331,oscuro,dark,,naǎ,naa,oscuro de noche,najǎ,,naja,,najǎ,,,naà,naa,,naa,naa,,naa  (ABA),naa  (ABA),,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
298,332,verde,green,,kwí'ǐ,kwi'i,,kuijǐ,,kuiji,,kuijǐ,,,kuíì,kuii,,kuíì,kuii,,kwíìí  (o) kwíǐ,kwiii  (o) kwii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,kwiiʔ,modified,100,,,,,,,
299,333,cintura,waist,,toko,toko,,tojkǒ,,tojko,,tojkǒ,,,káà,kaa,,tokò,toko,,tokǒ,toko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
300,334,fuerte,strong,,ndakú,ndaku,,ntajkǔ,,ntajku,,ntajkǔ,,,ndakòò,ndakoo,,ntaki,ntaki,,ndakǔ,ndaku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
301,335,largo,long,,kâni,kaani,,kajnǐ,,kajni,,kajnǐ,,,kánìì,kanii,,—,—,,kanǐ,kani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,kaniʔ,modified,97,,,,,,,
302,336,joven,young,,kwàá,kwaa,joven y soltero,kuajǎn,,kuajan,,ítsiǎ,,,tìtyakó,tityako,,nà yitxà,na yitxa,,tsaǎ ,tsaa ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
303,337,"elote (no crudo, para comer)",fresh corn on the cob,,ndixín,ndixin,i'sá,nchixǐ,,nchixi,,nchìxǐ,,,ndixì,ndixi,,nchishì,nchishi,,ndixî,ndixi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
304,338,chueco ,crooked,what is the difference to the other chueco?,"kávà,ndìkàvà,kàva","kava,ndikava,kava",es vervo,nìkavá,,nikava,,tsìkàvà,,,nikàvà,nikava,,txìkàguà,txikagua,,yakwá,yakwa,,,,,,,,,,,,,,,,,,,,,,,,žakwa,yaka,žakwa,--,yakweʔ,73,,,,,,,,,,
306,340,flaco,skinny,what is the difference to the other flaco?,kwiǐn,kwiin,,níjǐ,,niji,,lakua,,,tìkasá,tikasa,,—,—,,tìkàtsá,tikatsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
307,341,filoso,sharp,,xìí,xii,,xìjǐn,,xijin,,xìjǐn,,,xèèn,xeen,,shììn,shiin,,xèén,xeen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
308,342,negro,black,clean up with the other negro entries,ndáá/tùú,ndaa/tuu,,tùjǔn,,tujun,,tòjǒn,,,tòón,toon,,tùún,tuun,,nché'ì,nche'i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,tuunʔ,modified,95,,,,,,,
309,343,negro,black,clean up with the other negro entries,ndaá/tùú,ndaa/tuu,,ntsiayì,,ntsiayi,(animales),—,,,—,—,,—,—,,nché'ì,nche'i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
310,344,negro/morado?,black-red,clean up with the other negro entries,ndaá/tùú,ndaa/tuu,,ntsiáá,,ntsiaa,(maíz),ntsiáá,,,ndyàá,ndyaa,morado,—,—,,ndukú,nduku,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
311,345,cara,face,,nùú,nuu,,nùjǔ,,nuju,,nùjǔn,,,nòò,noo,,nùù,nuu,,nùún ,nuun ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,nùùʔ,BBʔ,72,,,,,,,
312,346,rico ,rich,,kwíká,kwika,,kuíjka,,kuijka,,kuíka,,,kuíká,kuika,,kuíká,kuika,,kwíka,kwika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
313,347,gallo,rooster,,chéle,chele,,chéle,,chele,,chéle,,,chéle,chele,,chéle,chele,,tó'lo,to'lo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
314,348,temporada seca,dry season,,ichi,ichi,,íjchi,,ijchi,,íchi,,,ta ìchí,ta ichi,,—,—,,ichì,ichi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
315,349,lleno,full/filled,,chitú,chitu,es diferente que el verbo llenar,—,,—,,chutú,,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
316,350,crudo,raw,,ì'i,i'i,,í'i,,i'i,,í'i,,,yíí,yii,,yí'í,yi'i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
317,351,vivo,alive,,takù,taku,,tsiájku,,tsiajku,,tsájku,,,tyakó,tyako,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
318,352,mágico,magical,,ndichí,ndichi,,nchíjchi,,nchijchi,,nchíjchi,tambien tiene otra defición como (por que pregunta tanto para la misma palabra),,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
319,353,malo,bad,no está bien,vǎ'a,va'a,,vǎ'a,,va'a,,vǎ'a,,,—,—,,ùvá'a,uva'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
320,354,corto,short,recheck difference to other corto,kwiti,kwiti,para TLHP es general ,kuíjtsi,,kuijtsi,para personas,kuíjtsì,,,kuití,kuiti,bajo(estatura),kuítxí,kuitxi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
321,355,espíritu,spirit,,anìma,anima,,{anìma},,{anima},,anìmà,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
322,356,alto,tall,,súkú,suku,,sójkun,,sojkun,,sójkon,,,—,—,,súkún,sukun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
323,358,anciano (personas),elder,recheck the difference to the other anciano,yatá,yata,,lá'nu,,la'nu,,yá'ta,,,tìyatá,tiyata,,naxá'nu,naxa'nu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
324,,anciano (personas),elder,,chêe,chee,,—,,—,,nà ná'nu,,,tìsivàa,tisivaa,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
325,359,ancho,wide,,ndìkà,ndika,,ntsíjkà,,ntsijka,,ntsíjkà,,,ndika,ndika,,ntxíkà,ntxika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
326,360,enfermo,sick,,kú'vì,ku'vi,,kú'ù,,ku'u,,kú'ù,,,kívì,kivi,,kí'vì,ki'vi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
327,361,tostado,toasted tortilla,,"kasun,ndìkàsùn,kàsùn","kasun,ndikasun,kasun",,kasùn,,kasun,,kasùn,,,nikajòn,nikajon,,kasun,kasun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
328,362,nido de aves,bird's nest,,chi'yò,chi'yo,,chi'yò,,chi'yo,,chi'yò,,,takà,taka,,chò'ò,cho'o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
329,363,sucio,dirty,,mèkò,meko,,yajkuà,,yajkua,,yajkuà,,,yakuà,yakua,,txìyàkuà,txiyakua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
330,364,zacate/pasto,grass,,ità,ita,,ijtsiâ,,ijtsia,,ijtsià,,,ityà,itya,solo para pasto,itxa,itxa,,ichà,icha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
331,365,pantalón,pants,,xatu,xatu,,xajtû,,xajtu,,xajtû,,,satì,sati,,xati,xati,,tsatù,tsatu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
332,366,papel,paper,,tutu,tutu,,tujtû,,tujtu,,tutu,,,tutì,tuti,,titi,titi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,tútù,A.B,31,,,,,,,
333,367,cal,limestone,,kaka,kaka,,kajkâ,,kajka,,kajka,,,kakà,kaka,,kaka,kaka,,kakà,kaka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,kákà,A.B,33,,,,,,,
334,368,camisa,shirt,,kotó,koto,,{kójtô},,{kojto},,kójto,,,kotó,koto,,kotó,koto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
335,369,copal,copal incense,,xuxan,xuxan,,xuxâ,,xuxa,,xǔxâ,xuxa,,kùtí,kuti,,xìxa,xixa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
336,370,perro,dog,,tìna,tina,,tsìnâ,,tsina,,tsǐnâ,tsina,,tìna,tina,,txìna,txina,,tǐnà,tina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,ínà,A.B,45,,,,,,,
337,371,veinte,twenty,,oko,oko,,òjkò,,ojko,,òkò,,,òkò,oko,,òkò,oko,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
338,372,vamonos,,lexicalized?,ko'o,ko'o,,ko'ě,,ko'e,BZ: ku'un; GM: ku'ùn=ir (v.),,,,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
339,373,grillo,cricket,,linchí,linchi,,chínchí,,chinchi,,chìnchi,,,—,—,,txìkosó,txikoso,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
340,374,limpio,clean,what is the difference to the other limpio,yuchi,yuchi,,ntoò,,ntoo,,ntoo,,,viì,vii,,ntoo,ntoo,,vìi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
341,375,plátano,banana,,ndiká,ndika,,ntsijkǎ,,ntsijka,,ntsijkǎ,,,ndikà,ndika,,ntxikà,ntxika,,nchikǎ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
342,376,roca,,,yùú,yuu,,kàjvǎ,,kajva,,kàjvǎ,,,kavà,kava,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
343,378,caballo,horse,,kwayì,kwayi,,{kuayì},,{kuayi},,kuayì,,,kuáyì,kuayi,,kuéì,kuei,,kwa.ìì,kwa.ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
344,379,chivo,goat,,chù'ú,chu'u,,chú'ǔ,,chu'u,,chú'ǔ,,,tixúù,tixuu,,—,—,,ndúchá,nducha,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
345,380,vaca,cow,,vaca,vaca,,[vakâ],,[vaka],,vaka,,,vaká,vaka,,—,—,,stìkǐ sí'ì,stiki si'i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
346,381,pollo,chicken,,ndyuxí,ndyuxi,,nchuxí,,nchuxi,,nchuxí,,,ndi yusí,ndiyusi,,ntuxí,ntuxi,,chùún,chuun,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
347,382,coyote,coyote,,ndwǎ'yu / ndwǎ'i,ndwa'yu / ndwa'i,,ntsìvá'yì,,ntsiva'yi,,ntsìva'yì,,,ndìvàyí,ndivayi,,—,—,,ndivà'ú,ndiva'u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
348,383,zorro,fox,,lakwíi,lakwii,,chìkuii,,chikuii,,chìkuíi,,,losò,loso,,—,—,,nkwìì,nkwii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
349,384,pico/boca/tapadera/orilla,mouth,,yu'u,yu'u,Se esta refiriendo la boca de algo,yu'ǔ,,yu'u,,yu'ǔ,,,tyàyà yúù,—,esta palabra es para pico de aves,—,—,,yu'ú,yu'u,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
350,385,cresta del gallo,crest,,là'la,la'la,,làjla,,lajla,,làjla,,,ndyàtyà chéle,—,,—,—,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
351,387,colibrí,hummingbird,,ndyùú,ndyuu,,ntsio'ô,,ntsio'o,,ntsio'o,,,ndiyóò,—,,—,—,,ncho'o,ncho'o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
352,388,maracuya/granadilla,,,tyoó,tyoo,,tsiǒò,,tsioo,,tsiǒò,,,tìyoli,—,,—,—,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
353,389,caracol,snail,,tiko ií,tiko ii,de delicado,tsìkaní,,tsikani,,tsìkaní,,,—,—,,txìkaní,txikani,,ndiko íi,ndiko ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
354,390,renacuajo,tadpole,,chìlólǒ,chilolo,,tsikóntó,,tsikonto,se reduce cuando se dice rapido,ntsikóntó,,,ndikóndó,—,,chìlòló,chilolo,,tìxichi,tixichi,,,,,,surtirse,kwii-nà kwa'à nù'jún ñà'à,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
355,391,lombriz,earthworm,,tikuxin,tikuxin,,tsìkuxí,,tsikuxi,,tsìkuxi,,,tìndakó,—,esta palabra es para lombriz,—,—,,tìndakǔ,tindaku,,,,,,Atascado,iin ña'à nìtsìjìn,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
356,392,luciérnaga,firefly,,twi'ún,twi'un,,tsǐ'vì,,tsi'vi,,tsǐ'vì,,,tìtóòn,—,,latúún ñu'u,latuun ñu'u,,chivi?,chivi?,,,,,,afanar,iin ña'à koni va'à-nà,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
357,393,garrapata,tick,,tixìi,tixii,,nchixìji,,nchixiji,,ntsìxìji,,,tìxìí,—,,—,—,,ndixii,ndixii,,,,,,hostigar,iin daà yu'ù ndzi'i ini-nà ku,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
358,394,salsa,salsa,,ti'a,ti'a,,tsia'á,,tsia'a,,tsia'a,,,tiyà'á,—,,txìyá'á,txiya'a,,nchá'á,ncha'a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
359,395,tipo de araña (a),type of spider,,xindù'và,xindu'va,,tsiu'ún,,tsiu'un,,--,--,--,—,—,,—,—,,tìn ndôó,tin ndoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
360,396,tipo de araña (b),type of spider,,,,,chikitǔ,,chikitu,,chikitǔ,chikitu,parace araña avista ,—,—,,—,—,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
361,397,espina/araña,,para TL es espina,iñú,iñu,TLHP como que araña?,ijñǔ,,ijñu,,ijñǔ,,,iñò,—,,iñù,iñu,,iñǔ,iñu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
362,398,hongo,mushroom,,xì'í,xi'i,,xi'ǐ,,xi'i,,xi'ǐ,,,sì'ì,—,,xì'ì,xi'i,,tsì'ǐ,tsi'i,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
363,399,epazote,goosefoot (sp.),,mìnu nduxí,minu nduxi,,mìnû ntujchǐ,,minu ntujchi,,mìnu ndujchǐ,,,mìno,—,,mìnuxàtì,minuxati,,mìnù sí'ì/íí,minu si'i/ii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
364,400,papas,potato,,tikwiti,tikwiti,,tsikuítsi,,tsikuitsi,,tsikuìtsi,,,tìkuìtí,—,,—,—,,tìkwití,tikwiti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
365,401,chilacayote,chilacayote squash,,tìnduyú,tinduyu,,tsintuyǔ,,tsintuyu,,tsintuyù,,,tìndúyù,—,,—,—,,ti ndúyǔ,ti nduyu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
366,402,calabaza,squash,different kind than other calabaza?,ikín,ikin,es en genera;,kiá'mǐ,,kia'mi,,ikǐn,,,yikì,—,,—,—,,ikǐ,iki,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
,403,tamalayotas,,,---,,,,,,,kì'àmí,,,,,,yiki ña'mi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
367,403,hueso,bone,,leké,leke,,ìkin,,ikin,,ikǐ,,,lasa,—,,ko'nto,ko'nto,,íkí ché'é,iki che'e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,yɨ́kɨ́ʔ,A.Aʔ,11,,,,,,,
368,404,verdura,vegetable,,yukù,yuku,,yùjkù,,yujku,,yujkù xaxí,,,—,—,,—,—,,?,?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,,,,,,,,,
