IDjoss,CODEjoss,GLOSSenglish,GLOSSspanish,VALUE
53,yuca,round,redondon,ti kute
54,yuca,oven,horno,xiNnu̧
54,yuca,oven,horno,xitnu̧
55,yuca,box / drawer,cajón,xatnu̧
56,yuca,mosquito,zancudo,ti kʷeņȩ
56,yuca,mosquito,zancudo,ti kʷeņi̧
57,yuca,wait for,esperar,ⁿdetu
58,yuca,rotten,podrido,toʔžu
59,yuca,grab,agarrar,tni̧i̧
60,yuca,tendon,tendón,tuči
61,yuca,blow,soplar,tiwi [tači]
62,yuca,handspan,cuarta,too
63,yuca,owner,dueño,xi toʔo
64,yuca,lay (egg),poner (huevo),xaki̧
65,yuca,big (sg.),grande (sg.),kaʔnu̧
66,yuca,neck,cuello,suku̧
67,yuca,will come,va a venir,kee
67,yuca,will come,va a venir,kixi
68,yuca,horn,cuerno,ⁿdiki
69,yuca,snake,culebra,koo
70,yuca,ugly,feo,ka kini̧
71,yuca,hill,cerro,žuku
72,yuca,armadillo,armadillo,žaku̧
73,yuca,crooked,chueco,žakʷa
74,yuca,year,año,kʷiža
75,yuca,eyebrow,ceja,[iši skiti nu̧u̧]
76,yuca,pus,pus,ⁿdakʷa
77,yuca,demon,demonio,[tači]
77,yuca,demon,demonio,te kʷi̧ʔna̧
78,yuca,yellow,amarillo,kʷa̧a̧
79,yuca,sew,coser,(na̧) kiku
80,yuca,will carry,va a cargar,kʷiso
81,yuca,that,aquel,žukʷa
82,yuca,below,abajo,NA
83,yuca,all night,toda la noche,ni̧ņu̧
84,yuca,hot,caliente,i̧ʔni̧
85,yuca,grain of corn,maíz,nu̧ni̧
86,yuca,wall,pared,na̧ma̧
87,yuca,early,temprano,(ⁿde) nȩʔȩ
88,yuca,open,abierto,nu̧nȩ
88,yuca,open,abierto,[xa̧na̧]
89,yuca,eight,ocho,u̧na̧
90,yuca,tomato,jitomate,ti na̧na̧
91,yuca,green bean,ejote,ⁿdiči
92,yuca,half,mitad,sawa
93,yuca,cane,caña,ⁿdoo
94,yuca,clay pot,olla,kisi
95,yuca,liquor,aguardiente,ⁿdiṣ̌i=pulque
96,yuca,honey,miel,ⁿduši
97,yuca,armpit,sobaco,či šeʔe
98,yuca,tassel,espiga,žoko
99,yuca,people,gente,ņa̧ žiƀi
99,yuca,people,gente,ņa̧ žiwi
100,yuca,town,pueblo,ņu̧u̧
101,yuca,smoke,humo,ņu̧ʔma̧
102,yuca,eat,comer,xaxi
103,yuca,hawk,gavilán,[ņa̧mi̧]
103,yuca,hawk,gavilán,[ši̧ʔņa̧]
103,yuca,hawk,gavilán,tasu̧
104,yuca,truth,verdad,ⁿdixa
105,yuca,fire,lumbre,ņu̧ʔu̧
106,yuca,six,seis,i̧ņu̧
107,yuca,fingernail,uņa,tni̧ņi̧
108,yuca,cornstalk,rastrojo,žaka
108,yuca,cornstalk,rastrojo,ņa̧ma̧=husk=totomoxtle
109,yuca,cornmeal,masa,žuxa̧
110,yuca,child,hijo,seʔe
111,yuca,"cold, phlegm",catarro,sažu
112,yuca,good,bueno,waʔa
113,yuca,because,porque,či
114,yuca,this one,este mismo,ma̧a̧
115,yuca,is coming,ya viene,ƀaxi
115,yuca,is coming,ya viene,waxi
116,yuca,trash,basura,mi̧ʔi̧
117,yuca,cat,gato,ƀilu
117,yuca,cat,gato,wilu
118,yuca,prickly pear,nopal,wi̧ʔⁿde
119,yuca,foot,pie,xaʔa
120,yuca,cut,cortar,xa̧ʔⁿde
121,yuca,fifteen,quince,xa̧ʔu̧
122,yuca,guts,tripas,xɨtɨ
123,yuca,ten,diez,uxi
124,yuca,cold,frío,wixi̧
124,yuca,cold,frío,ƀiši̧
125,yuca,sandal,huarache,ⁿdixa̧
126,yuca,housepot,horcón,si̧ʔi̧
127,yuca,name,nombre,NA
128,yuca,cacao,cacao,[kakao]
129,yuca,ear,oreja,soʔo
130,yuca,tasty,sabroso,asi̧
131,yuca,closed,cerrado,ⁿdesi
132,yuca,day after tomorrow,pasado mañana,isa
133,yuca,sweet,dulce,ƀiṣ̌i̧
133,yuca,sweet,dulce,wiṣ̌i̧
133,yuca,sweet,dulce,wisi̧
134,yuca,now,ahora,witna̧
135,yuca,hole,agujero,ža̧wi
136,yuca,afraid,tiene miedo,žuʔu
137,yuca,poor,pobre,ⁿdaʔwi
138,yuca,two,dos,uu
139,yuca,scorpion,alacrán,ti su̧ʔma̧
140,yuca,go out,salir,kee
141,yuca,paint,pintar,(na̧) kaʔžu
142,yuca,rat,rata,tni̧ņi̧
143,yuca,swelling,hinchazón,[we nȩņu̧]
144,yuca,pimple,grano,ⁿdiʔži
145,yuca,it thunders,truena,ka̧ʔⁿdi
146,yuca,rainbow,arco iris,ti ko ža̧ʔⁿdi
147,yuca,bird,pájaro,ti saa
148,yuca,frog,rana,saʔƀa
148,yuca,frog,rana,saʔwa
149,yuca,navel,ombligo,[xiti koʔo]
150,yuca,urine,orina,[čii]
151,yuca,chachalaca,chachalaca,[či koro]
152,yuca,smooth,lisa,[ⁿdii]
152,yuca,smooth,lisa,ⁿdiʔwi
153,yuca,little,chico,luli
154,yuca,day,día,kiwi
154,yuca,day,día,kiƀi
155,yuca,when,cuándo,na̧ a̧ma̧
156,yuca,plain,llano,žoso
157,yuca,how,cómo,na̧sa
157,yuca,how,cómo,na̧ṣ̌a
158,yuca,carry,cargar,ⁿdiso
159,yuca,cockroach,cucaracha,ti teʔya
160,yuca,glue,pegamento,ⁿdeka
161,yuca,sickness,enfermedad,kʷeʔe
162,yuca,see,ver,xito ⁿdee
163,yuca,slow,despacio,kʷee-ni
164,yuca,house,casa,weʔe
165,yuca,mamey,mamey,ⁿdika ⁿdaži
166,yuca,grind,moler,ⁿdiko
167,yuca,wing,ala,ⁿdixi̧
168,yuca,stool,banquito,težu
169,yuca,cornfield,milpa,[wižu]
170,yuca,yesterday,ayer,iku
171,yuca,other,otro,tuku
172,yuca,comb,peine,kukʷa
173,yuca,be born,se nació,kaku
174,yuca,smart,sabio,NA
175,yuca,stone,piedra,žuu
176,yuca,mouth,boca,žuʔu
177,yuca,I,yo,[ma̧a̧ta]
177,yuca,I,yo,[ma̧a̧sa]
178,yuca,dew,rocío,žužu
179,yuca,brush,hierba,[kuʔu]
180,yuca,furrow,surco,žuku̧
181,yuca,trousers,calzón,xatu
182,yuca,priest,sacerdote,sutu
183,yuca,brand,fierro,[kaa]
183,yuca,brand,fierro,[žeŗu]
184,yuca,will know,sabrá,ku̧nȩ
185,yuca,squirrel,ardilla,kʷȩnȩ
186,yuca,loose,floja,NA
187,yuca,heavy,pesado,wee
188,yuca,tobacco,tobaco,(ⁿdaʔa) i̧nu̧
1,peña,rain,lluvia,saƀi
2,peña,agave,maguey,žaƀi
3,peña,straw mat,petate,žuu
4,peña,four,cuatro,ku̧u̧
5,peña,feather,pluma,tnu̧mi̧
6,peña,tail,cola,su̧ʔma̧
7,peña,wax,cera,ņu̧ma̧
8,peña,nose,nariz,šitni̧
9,peña,word,palabra,tnu̧ʔu̧
10,peña,near,está cerca,žatni̧
11,peña,tree,árbol,žutnu̧
12,peña,deer,venado,isu
13,peña,lard,manteca,šȩʔȩ
14,peña,smell,olor,šiko
15,peña,tortilla,tortilla,staa
16,peña,vomits,vomita,NA
17,peña,lazy,flojo,NA
18,peña,bed,cama,xito
19,peña,griddle,comal,xižo
20,peña,sin,culpa,NA
21,peña,bean,frijol,ⁿduči
22,peña,water,agua,ⁿdute
23,peña,river,río,žute
24,peña,mud,lodo,ⁿdeʔžu
25,peña,man's brother,hermano de h.,ņa̧ni̧
26,peña,three,tres,u̧ni̧
27,peña,tooth,diente,NA
28,peña,five,cinco,u̧ʔu̧
29,peña,bitter,amargo,NA
30,peña,meat,carne,ku̧ņu̧
31,peña,red,rojo,kʷaʔa
32,peña,(he) went,se fue,[xa̧ʔa̧]
33,peña,seven,siete,uxa
34,peña,thread,hilo,žuʔƀa
35,peña,animal,animal,kiti
36,peña,it finishes,se acaba,NA
37,peña,egg,blanquillo,ⁿdiƀi
38,peña,foam,espuma,ti ʔi̧ņu̧
39,peña,blood,sangre,ni̧ņi̧
40,peña,husband,marido,žii
41,peña,salt,sal,ņi̧i̧
42,peña,net bag,red,ņu̧nu̧
43,peña,gourd,jícara,ņa̧xi̧
44,peña,squash,calabaza,žiki̧
45,peña,coati,tejón coatí,[ma̧ʔa̧]
46,peña,food,comida,NA
47,peña,salty,salado,NA
48,peña,blouse,huipil,NA
49,peña,work,trabajo,ni̧ņu̧
50,peña,cotton,algodón,kači
51,peña,wind,viento,tači
52,peña,man,hombre,tee
53,peña,round,redondon,ti kute
54,peña,oven,horno,NA
55,peña,box / drawer,cajón,[kaxa]
56,peña,mosquito,zancudo,ti kʷa̧ņi̧
57,peña,wait for,esperar,ⁿdetu
58,peña,rotten,podrido,ⁿdeʔžu
59,peña,grab,agarrar,ni̧i̧
60,peña,tendon,tendón,NA
61,peña,blow,soplar,tiƀi
62,peña,handspan,cuarta,NA
63,peña,owner,dueño,NA
64,peña,lay (egg),poner (huevo),NA
65,peña,big (sg.),grande (sg.),kaʔnu̧
66,peña,neck,cuello,suku̧
67,peña,will come,va a venir,kii
68,peña,horn,cuerno,ⁿdiki
69,peña,snake,culebra,NA
70,peña,ugly,feo,NA
71,peña,hill,cerro,žuku
72,peña,armadillo,armadillo,NA
73,peña,crooked,chueco,NA
74,peña,year,año,kʷiya
74,peña,year,año,kʷiža
75,peña,eyebrow,ceja,NA
76,peña,pus,pus,ⁿdakʷa
77,peña,demon,demonio,NA
78,peña,yellow,amarillo,kʷa̧a̧
79,peña,sew,coser,kiku
80,peña,will carry,va a cargar,ku ⁿdiso
81,peña,that,aquel,žuka̧
82,peña,below,abajo,NA
83,peña,all night,toda la noche,NA
84,peña,hot,caliente,NA
85,peña,grain of corn,maíz,nu̧ni̧
86,peña,wall,pared,[žika]
87,peña,early,temprano,ⁿde nȩʔȩ
88,peña,open,abierto,[xa̧na̧]
89,peña,eight,ocho,u̧na̧
90,peña,tomato,jitomate,NA
91,peña,green bean,ejote,NA
92,peña,half,mitad,saƀa
93,peña,cane,caña,ⁿdoo
94,peña,clay pot,olla,NA
95,peña,liquor,aguardiente,ⁿdiši
96,peña,honey,miel,ⁿduši
97,peña,armpit,sobaco,či šeʔe
98,peña,tassel,espiga,NA
99,peña,people,gente,ņa̧ žiƀi
100,peña,town,pueblo,ņu̧u̧
101,peña,smoke,humo,ņu̧ʔma̧
102,peña,eat,comer,xaa(ti)
103,peña,hawk,gavilán,NA
104,peña,truth,verdad,NA
105,peña,fire,lumbre,ņu̧ʔu̧
106,peña,six,seis,i̧ņu̧
107,peña,fingernail,uņa,tni̧i̧
108,peña,cornstalk,rastrojo,NA
109,peña,cornmeal,masa,ņu̧xa̧
110,peña,child,hijo,seʔe
111,peña,"cold, phlegm",catarro,NA
112,peña,good,bueno,NA
113,peña,because,porque,či
114,peña,this one,este mismo,ma̧a̧
115,peña,is coming,ya viene,ƀe(e)
116,peña,trash,basura,NA
117,peña,cat,gato,ƀilu
118,peña,prickly pear,nopal,NA
119,peña,foot,pie,xaʔa
120,peña,cut,cortar,xȩʔⁿde
121,peña,fifteen,quince,su̧ʔu̧
122,peña,guts,tripas,[čii]
123,peña,ten,diez,uši
124,peña,cold,frío,ƀixi
125,peña,sandal,huarache,ⁿdixa
126,peña,housepot,horcón,NA
127,peña,name,nombre,siƀi
128,peña,cacao,cacao,[kakao]
129,peña,ear,oreja,soʔo
130,peña,tasty,sabroso,NA
131,peña,closed,cerrado,[kasi]
132,peña,day after tomorrow,pasado mañana,NA
133,peña,sweet,dulce,ƀiši
134,peña,now,ahora,NA
135,peña,hole,agujero,NA
136,peña,afraid,tiene miedo,žuʔu
137,peña,poor,pobre,ⁿdaʔƀi
138,peña,two,dos,uu
139,peña,scorpion,alacrán,NA
140,peña,go out,salir,NA
141,peña,paint,pintar,NA
142,peña,rat,rata,[liᵑgi]
143,peña,swelling,hinchazón,NA
144,peña,pimple,grano,ⁿdiʔi
145,peña,it thunders,truena,ᵑga̧ʔⁿdi
146,peña,rainbow,arco iris,NA
147,peña,bird,pájaro,saa
148,peña,frog,rana,[sapu]
149,peña,navel,ombligo,NA
150,peña,urine,orina,NA
151,peña,chachalaca,chachalaca,NA
152,peña,smooth,lisa,NA
153,peña,little,chico,luli
154,peña,day,día,kiƀi
155,peña,when,cuándo,[ⁿde kiƀi]
156,peña,plain,llano,[ⁿduʔƀa]
157,peña,how,cómo,na̧sa
158,peña,carry,cargar,ⁿdiso
159,peña,cockroach,cucaracha,NA
160,peña,glue,pegamento,NA
161,peña,sickness,enfermedad,kʷeʔe
162,peña,see,ver,NA
163,peña,slow,despacio,kʷee
164,peña,house,casa,ƀeʔe
165,peña,mamey,mamey,NA
166,peña,grind,moler,NA
167,peña,wing,ala,NA
168,peña,stool,banquito,[ƀa̧ᵑgu]
169,peña,cornfield,milpa,NA
170,peña,yesterday,ayer,iku
171,peña,other,otro,[i̧ᵑga ƀuelta]
172,peña,comb,peine,NA
173,peña,be born,se nació,NA
174,peña,smart,sabio,NA
175,peña,stone,piedra,žuu
176,peña,mouth,boca,žuʔu
177,peña,I,yo,luʔu
177,peña,I,yo,[ma̧a̧li]
178,peña,dew,rocío,NA
179,peña,brush,hierba,NA
180,peña,furrow,surco,NA
181,peña,trousers,calzón,NA
182,peña,priest,sacerdote,NA
183,peña,brand,fierro,NA
184,peña,will know,sabrá,kuʔi̧ni̧
185,peña,squirrel,ardilla,kʷa̧ni̧
186,peña,loose,floja,taža
187,peña,heavy,pesado,ƀee
188,peña,tobacco,tobaco,NA
1,tata,rain,lluvia,đau
2,tata,agave,maguey,šau
3,tata,straw mat,petate,žuu
4,tata,four,cuatro,ku̧u̧
5,tata,feather,pluma,Nnu̧u̧
6,tata,tail,cola,đu̧ʔma̧
7,tata,wax,cera,ņu̧ma̧
8,tata,nose,nariz,điNni̧
9,tata,word,palabra,Nnu̧ʔu̧
10,tata,near,está cerca,[ņa̧ʔa̧]
11,tata,tree,árbol,šuNnu̧
12,tata,deer,venado,iđu
13,tata,lard,manteca,đȩʔȩ
14,tata,smell,olor,điko
15,tata,tortilla,tortilla,đita
16,tata,vomits,vomita,NA
17,tata,lazy,flojo,NA
18,tata,bed,cama,ito
19,tata,griddle,comal,io
20,tata,sin,culpa,NA
21,tata,bean,frijol,ⁿdiči
22,tata,water,agua,ⁿdute
23,tata,river,río,žute
24,tata,mud,lodo,NA
25,tata,man's brother,hermano de h.,ņa̧ni̧
26,tata,three,tres,u̧ni̧
27,tata,tooth,diente,NA
28,tata,five,cinco,u̧ʔu̧
29,tata,bitter,amargo,NA
30,tata,meat,carne,NA
31,tata,red,rojo,kʷeʔe
32,tata,(he) went,se fue,kʷa̧ʔa̧
33,tata,seven,siete,uša
34,tata,thread,hilo,žuʔa
35,tata,animal,animal,kɨtɨ
36,tata,it finishes,se acaba,NA
37,tata,egg,blanquillo,ⁿdɨu
38,tata,foam,espuma,ti ʔi̧ņu̧
39,tata,blood,sangre,nɨ̧ņɨ̧
40,tata,husband,marido,žɨɨ
41,tata,salt,sal,ņɨ̧ɨ̧
42,tata,net bag,red,NA
43,tata,gourd,jícara,šaxi̧
44,tata,squash,calabaza,žɨ̧kɨ̧
45,tata,coati,tejón coatí,šɨyɨ
46,tata,food,comida,NA
47,tata,salty,salado,NA
48,tata,blouse,huipil,NA
49,tata,work,trabajo,Nni̧o̧
50,tata,cotton,algodón,kači
51,tata,wind,viento,tači
52,tata,man,hombre,tee
53,tata,round,redondon,ti kute
54,tata,oven,horno,iʔNnu̧
55,tata,box / drawer,cajón,[kaxa]
56,tata,mosquito,zancudo,ti ku̧i̧(i̧)
57,tata,wait for,esperar,ⁿdetu
58,tata,rotten,podrido,NA
59,tata,grab,agarrar,Nnɨ̧ɨ̧
60,tata,tendon,tendón,NA
61,tata,blow,soplar,tiu
62,tata,handspan,cuarta,NA
63,tata,owner,dueño,NA
64,tata,lay (egg),poner (huevo),NA
65,tata,big (sg.),grande (sg.),kaʔnu̧
66,tata,neck,cuello,đuku̧
67,tata,will come,va a venir,kee
68,tata,horn,cuerno,ⁿdɨkɨ
69,tata,snake,culebra,NA
70,tata,ugly,feo,NA
71,tata,hill,cerro,žuku
72,tata,armadillo,armadillo,NA
73,tata,crooked,chueco,NA
74,tata,year,año,kʷia
75,tata,eyebrow,ceja,NA
76,tata,pus,pus,ⁿdakʷa
77,tata,demon,demonio,NA
78,tata,yellow,amarillo,kʷa̧a̧
79,tata,sew,coser,kɨku
80,tata,will carry,va a cargar,kʷiđo
81,tata,that,aquel,(i̧)ᵑga
82,tata,below,abajo,NA
83,tata,all night,toda la noche,NA
84,tata,hot,caliente,NA
85,tata,grain of corn,maíz,nu̧ni̧
86,tata,wall,pared,na̧ma̧
87,tata,early,temprano,ⁿde nȩʔȩ
88,tata,open,abierto,[ⁿdɨka]
89,tata,eight,ocho,u̧na̧
90,tata,tomato,jitomate,NA
91,tata,green bean,ejote,NA
92,tata,half,mitad,đaƀa
93,tata,cane,caña,ⁿdoo
94,tata,clay pot,olla,NA
95,tata,liquor,aguardiente,[agʷarđʸente]
96,tata,honey,miel,ⁿduđi
97,tata,armpit,sobaco,či đeʔe
98,tata,tassel,espiga,NA
99,tata,people,gente,ņa̧ žiu
100,tata,town,pueblo,ņu̧u̧
101,tata,smoke,humo,ņu̧ʔma̧
102,tata,eat,comer,šei
102,tata,eat,comer,šai
103,tata,hawk,gavilán,NA
104,tata,truth,verdad,NA
105,tata,fire,lumbre,ņu̧ʔu̧
106,tata,six,seis,i̧ņu̧
107,tata,fingernail,uņa,Nni̧i̧
108,tata,cornstalk,rastrojo,NA
109,tata,cornmeal,masa,žusȩ
110,tata,child,hijo,đaʔi
111,tata,"cold, phlegm",catarro,NA
112,tata,good,bueno,NA
113,tata,because,porque,či
114,tata,this one,este mismo,ma̧a̧
115,tata,is coming,ya viene,ƀai
116,tata,trash,basura,NA
117,tata,cat,gato,ƀilu
118,tata,prickly pear,nopal,NA
119,tata,foot,pie,šeʔe
120,tata,cut,cortar,ka̧ʔⁿde
121,tata,fifteen,quince,ša̧ʔu̧
122,tata,guts,tripas,NA
123,tata,ten,diez,uši
124,tata,cold,frío,ƀixi̧
125,tata,sandal,huarache,ⁿdiʔxi̧
126,tata,housepot,horcón,NA
127,tata,name,nombre,điu
128,tata,cacao,cacao,đuʔa
129,tata,ear,oreja,đoʔo
130,tata,tasty,sabroso,NA
131,tata,closed,cerrado,[kađi]
132,tata,day after tomorrow,pasado mañana,NA
133,tata,sweet,dulce,ƀiđi
134,tata,now,ahora,NA
135,tata,hole,agujero,NA
136,tata,afraid,tiene miedo,NA
137,tata,poor,pobre,ⁿdaʔu
138,tata,two,dos,uu
139,tata,scorpion,alacrán,NA
140,tata,go out,salir,NA
141,tata,paint,pintar,NA
142,tata,rat,rata,sNnɨ̧ņɨ̧
143,tata,swelling,hinchazón,NA
144,tata,pimple,grano,ⁿdɨʔyɨ
145,tata,it thunders,truena,ka̧ʔⁿdɨ
146,tata,rainbow,arco iris,NA
147,tata,bird,pájaro,đaa
148,tata,frog,rana,đaʔwa
149,tata,navel,ombligo,NA
150,tata,urine,orina,NA
151,tata,chachalaca,chachalaca,NA
152,tata,smooth,lisa,NA
153,tata,little,chico,luli
154,tata,day,día,[ⁿduu]
155,tata,when,cuándo,na̧ a̧ma̧
156,tata,plain,llano,žođo
157,tata,how,cómo,NA
158,tata,carry,cargar,NA
159,tata,cockroach,cucaracha,NA
160,tata,glue,pegamento,NA
161,tata,sickness,enfermedad,kʷeʔi
162,tata,see,ver,ⁿdeʔe
163,tata,slow,despacio,kʷee
164,tata,house,casa,ƀeʔe
165,tata,mamey,mamey,NA
166,tata,grind,moler,NA
167,tata,wing,ala,NA
168,tata,stool,banquito,teyu
169,tata,cornfield,milpa,NA
170,tata,yesterday,ayer,iku
171,tata,other,otro,NA
172,tata,comb,peine,NA
173,tata,be born,se nació,NA
174,tata,smart,sabio,NA
175,tata,stone,piedra,yuu
176,tata,mouth,boca,NA
177,tata,I,yo,[mȩȩⁿdi]
178,tata,dew,rocío,NA
179,tata,brush,hierba,NA
180,tata,furrow,surco,NA
181,tata,trousers,calzón,NA
182,tata,priest,sacerdote,NA
183,tata,brand,fierro,NA
184,tata,will know,sabrá,[či̧na̧]
185,tata,squirrel,ardilla,kʷȩni̧
186,tata,loose,floja,NA
187,tata,heavy,pesado,ƀee
188,tata,tobacco,tobaco,NA
1,teit,rain,lluvia,đawi
2,teit,agave,maguey,ṣ̌awi
3,teit,straw mat,petate,ṣ̌uu
4,teit,four,cuatro,ku̧u̧
5,teit,feather,pluma,Nu̧u̧
6,teit,tail,cola,đu̧ʔma̧
7,teit,wax,cera,ņu̧ma̧
8,teit,nose,nariz,điNni̧
9,teit,word,palabra,Nnu̧ʔu̧
10,teit,near,está cerca,ṣ̌aNni̧
11,teit,tree,árbol,ṣ̌uNnu̧
12,teit,deer,venado,iđu
13,teit,lard,manteca,đȩʔȩ
14,teit,smell,olor,(ņȩ) điko
15,teit,tortilla,tortilla,đita
16,teit,vomits,vomita,ⁿduxʸȩ
16,teit,vomits,vomita,[ka̧na̧ⁿdaa]
17,teit,lazy,flojo,[ku điʔi]
18,teit,bed,cama,ito
19,teit,griddle,comal,iyo
20,teit,sin,culpa,te kweči
21,teit,bean,frijol,ⁿduči
22,teit,water,agua,ⁿdute
23,teit,river,río,ṣ̌ute
24,teit,mud,lodo,ⁿdeʔyu
25,teit,man's brother,hermano de h.,ņa̧ni̧
26,teit,three,tres,u̧ni̧
27,teit,tooth,diente,nu̧ʔu̧
28,teit,five,cinco,u̧ʔu̧
29,teit,bitter,amargo,(ku) uwa
30,teit,meat,carne,ku̧ņu̧
31,teit,red,rojo,kʷeʔe
32,teit,(he) went,se fue,kʷa̧ʔa̧
33,teit,seven,siete,uṣǎ
34,teit,thread,hilo,šuʔwa
35,teit,animal,animal,kiti
36,teit,it finishes,se acaba,ⁿdiʔi
37,teit,egg,blanquillo,ⁿdiwi
38,teit,foam,espuma,ti i̧ņu̧
39,teit,blood,sangre,ni̧ņi̧
40,teit,husband,marido,ṣ̌ii
41,teit,salt,sal,ņi̧i̧
42,teit,net bag,red,ņu̧nu̧
43,teit,gourd,jícara,ṣ̌axi̧
44,teit,squash,calabaza,ṣ̌iki̧
45,teit,coati,tejón coatí,žiži
46,teit,food,comida,ⁿdeyu
47,teit,salty,salado,uʔwa
48,teit,blouse,huipil,NA
49,teit,work,trabajo,Nni̧ņu̧
50,teit,cotton,algodón,kači
51,teit,wind,viento,tači
52,teit,man,hombre,te šii
53,teit,round,redondon,ti̧ kute
54,teit,oven,horno,iNnu̧
55,teit,box / drawer,cajón,ṣ̌eNnu̧
56,teit,mosquito,zancudo,ti kʷeņi̧
57,teit,wait for,esperar,ⁿdetu
58,teit,rotten,podrido,teʔyu
59,teit,grab,agarrar,Nni̧i̧
60,teit,tendon,tendón,tuči
61,teit,blow,soplar,tiwi
62,teit,handspan,cuarta,too
63,teit,owner,dueño,xi toʔo
64,teit,lay (egg),poner (huevo),šeki̧
65,teit,big (sg.),grande (sg.),kaʔnu̧
66,teit,neck,cuello,đuku̧
67,teit,will come,va a venir,kii
68,teit,horn,cuerno,ⁿdiki
69,teit,snake,culebra,koo
70,teit,ugly,feo,[ⁿdeʔe]
71,teit,hill,cerro,ṣ̌uku
72,teit,armadillo,armadillo,ṣ̌aki̧
73,teit,crooked,chueco,[ti kʷiyi]
73,teit,crooked,chueco,šakʷa
74,teit,year,año,kʷiya
75,teit,eyebrow,ceja,[điki teʔwa]
76,teit,pus,pus,ⁿdakʷa
77,teit,demon,demonio,[tači]
77,teit,demon,demonio,kʷi̧ʔņa=ƀanđit
78,teit,yellow,amarillo,kʷa̧a̧
79,teit,sew,coser,kiku
80,teit,will carry,va a cargar,ku điđo
80,teit,will carry,va a cargar,kʷiđo
81,teit,that,aquel,ṣ̌uka̧
82,teit,below,abajo,[kȩʔni̧ ka̧na̧]
83,teit,all night,toda la noche,ni̧ņu̧
84,teit,hot,caliente,i̧ʔni̧
85,teit,grain of corn,maíz,nu̧ni̧
86,teit,wall,pared,na̧ma̧
87,teit,early,temprano,[ⁿdaNnȩȩ]
87,teit,early,temprano,nȩʔȩ
88,teit,open,abierto,nu̧nȩ
89,teit,eight,ocho,u̧na̧
90,teit,tomato,jitomate,ti na̧na̧
91,teit,green bean,ejote,ⁿdiči
92,teit,half,mitad,đawa
93,teit,cane,caña,ⁿdoo
94,teit,clay pot,olla,kiđi
95,teit,liquor,aguardiente,ⁿdiđi=tepache
96,teit,honey,miel,ⁿduđi
97,teit,armpit,sobaco,či đeʔe
98,teit,tassel,espiga,šoko
99,teit,people,gente,ņa̧ ṣ̌iwi
100,teit,town,pueblo,ņu̧u̧
101,teit,smoke,humo,ņu̧ʔma̧
102,teit,eat,comer,žexi
103,teit,hawk,gavilán,[đi̧ʔņa̧]
103,teit,hawk,gavilán,tađu
103,teit,hawk,gavilán,[žaʔa]
104,teit,truth,verdad,[ⁿdaa]
104,teit,truth,verdad,ⁿdixʸa
105,teit,fire,lumbre,ņu̧ʔu̧
106,teit,six,seis,i̧ņu̧
107,teit,fingernail,uņa,Nni̧ņi̧
108,teit,cornstalk,rastrojo,ņa̧ma̧
109,teit,cornmeal,masa,šuŅņa̧
110,teit,child,hijo,đeʔe
111,teit,"cold, phlegm",catarro,đayu
112,teit,good,bueno,waʔa
113,teit,because,porque,NA
114,teit,this one,este mismo,ma̧a̧
115,teit,is coming,ya viene,wexi̧
116,teit,trash,basura,mi̧ʔi̧
117,teit,cat,gato,wilu
118,teit,prickly pear,nopal,wi̧ʔⁿde
119,teit,foot,pie,ṣ̌eʔe
120,teit,cut,cortar,žȩʔⁿde
121,teit,fifteen,quince,ṣ̌a̧ʔu̧
122,teit,guts,tripas,iti
123,teit,ten,diez,uṣ̌i
124,teit,cold,frío,wixi̧
125,teit,sandal,huarache,ⁿdiNņa̧
126,teit,housepot,horcón,đi̧ʔi̧
127,teit,name,nombre,điwi
128,teit,cacao,cacao,NA
129,teit,ear,oreja,đoʔo
130,teit,tasty,sabroso,ađi
131,teit,closed,cerrado,[ⁿdiʔyu]
132,teit,day after tomorrow,pasado mañana,(ⁿde) iđa
133,teit,sweet,dulce,wiđi
134,teit,now,ahora,wi̧Na̧
135,teit,hole,agujero,ṣ̌awi
136,teit,afraid,tiene miedo,ṣ̌uʔu
137,teit,poor,pobre,ⁿdaʔwi
138,teit,two,dos,uu
139,teit,scorpion,alacrán,ti đu̧ʔma̧
140,teit,go out,salir,kee
141,teit,paint,pintar,đa kaʔyu
142,teit,rat,rata,Nni̧ņi̧
143,teit,swelling,hinchazón,kʷi̧ņu̧
144,teit,pimple,grano,ⁿdiʔi
145,teit,it thunders,truena,ka̧ʔⁿdi
146,teit,rainbow,arco iris,ti ko ša̧ʔⁿdi
147,teit,bird,pájaro,ti đaa
148,teit,frog,rana,đaʔwa
149,teit,navel,ombligo,sȩⁿdu
150,teit,urine,orina,đeđe
151,teit,chachalaca,chachalaca,či ⁿda̧Nna̧
152,teit,smooth,lisa,ⁿdiʔwi
152,teit,smooth,lisa,[ⁿdii]
153,teit,little,chico,luli
154,teit,day,día,kiwi
155,teit,when,cuándo,na̧ a̧ma̧
156,teit,plain,llano,ṣ̌ođo
157,teit,how,cómo,ⁿdee (đeko)
158,teit,carry,cargar,ⁿdiđo
159,teit,cockroach,cucaracha,ti teʔya
160,teit,glue,pegamento,ⁿdeka
161,teit,sickness,enfermedad,kʷeʔe
162,teit,see,ver,ⁿdee
163,teit,slow,despacio,kʷee(ni̧)
164,teit,house,casa,weʔe
165,teit,mamey,mamey,ⁿdika
166,teit,grind,moler,ⁿdiko
