Grapheme	IPA	EXAMPLES	LANGUAGES	FREQUENCY	CODEPOINTS
ʈʂ	ʈʂ	ʃi³ʈʂi³ˀ, ʃi³ʈʂo³²ʰ	chic12	8	U+0288 U+0282
¹⁴	¹⁴	nu¹⁴u³, i³che¹⁴nu³	yolo11, papa11	7	U+00b9 U+2074
^ɨɨ	ɨɨ	ɨɨn	chay11, atat11, coat11, colo11, jami11	7	U+005e U+0268 U+0268
éé$	éé	kʷéé, kuéé	atat11, nuyo11, ocot11, gran11, yoso11, pena11	7	U+00e9 U+00e9 U+0024
ǖ	<?>	žǖkǚ, žǖǘ	tama12, cahu11, prog12, more11	7	U+01d6
ǜ$	<?>	žǘkǜ, yǜkǜ	prog12, cahu11	7	U+01dc U+0024
'í	'í	ti'ín, ti̠'ín	alac11, yuta13, dura11, tlah11, xoch11	7	U+0027 U+00ed
ǒ	ǒ	tǒmî, ti̠-sǒ'ma̠	jica13, pied12, flor12, xoch11	7	U+01d2
_	_	đo̧ʔno̧ kʷiši, ⁿdi ñu̧u̧	zaca11, tlah11, chic11, colo11, pino11, jami11	7	U+005f
ùh	ùh	xùhùn, jùhmà	colo11, chay11	7	U+00f9 U+0068
^i̠	i̠	i̠ín, i̠ñu̠	jica13, xoch11, alac11	7	U+005e U+0069 U+0320
i̧i̧	i̧i̧	ti̧i̧ʔ, ni̧i̧ʔ	zaca11, ayut11, nund11	7	U+0069 U+0327 U+0069 U+0327
ȩȩ$	<?>	ñȩȩ, čȩȩ	tepo11, ndua11, toto12, apoa11, chaz11, yucu13	7	U+0229 U+0229 U+0024
^ṣ	ṣ	ṣaʔa, ṣa̧ʔu̧	juxt11, yolo12, tlac12	7	U+005e U+1e63
ṣ	ṣ	ⁿdiṣa, uṣi	juxt11, yolo12, teit11, tila11	7	U+1e63
^ʈʂ	ʈʂ	ʈʂa³, ʈʂũ³⁵	chic12	7	U+005e U+0288 U+0282
'à	'à	xà'àn, sa'àn	abas11, mixt11, huen11, yucu17, xoch11, pena11	6	U+0027 U+00e0
^á	á	ámá, ási	abas11, coat11, huen11, colo11, prom01, jami11	6	U+005e U+00e1
īh	īh	sīhe, sīhí	ayut11, alac11, ocot11	6	U+012b U+0068
hsh	hsh	duhshēn, uhshen	coat11	6	U+0068 U+0073 U+0068
éh	éh	kwéhe, meréha	diux11, chic02, coat11, atat11	6	U+00e9 U+0068
'h	'h	kú'hú, kwí'hí	diux11	6	U+0027 U+0068
Ñ	<?>	ñu̧Ñnȩ, ⁿdakʷa-ta-Ña̧ʔa̧	cuau11, cuya11, yoso11, esta11	6	U+00d1
ú̧ú̧$	ú̧ú̧	ñú̧ú̧, nú̧ú̧	teco11, jica11, pino11, atat11, gran11	6	U+00fa U+0327 U+00fa U+0327 U+0024
ǐ̧$	ǐ̧	nī̧ǐ̧, ƀí̧dǐ̧	coat11, tama12, ahue11	6	U+01d0 U+0327 U+0024
^às	às	àsǐ, àsǐn	dura11, mixt11, pied12, colo11, yucu17, flor12	6	U+005e U+00e0 U+0073
'ú	'ú	xù'ún, si̠'ún	dura11, tlah11, pied12, alac11, xoch11, flor12	6	U+0027 U+00fa
'e̠$	'e̠	kue̠'e̠, xe'e̠	yuta13, alac11, jica13, xoch11	6	U+0027 U+0065 U+0320 U+0024
^o̠	o̠	o̠ko̠, o̠na̠	alac11, jica13, xoch11	6	U+005e U+006f U+0320
ɛ$	ɛ	viʔɛ, vʸeʔɛ	ayut11	6	U+025b U+0024
ɨ̧́$	ɨ̧́	nɨ̧́ñɨ̧́, nɨ̧̀ñɨ̧́	nuyo11, yolo11, acat11, peno11, tlaz11, atat11	6	U+0268 U+0327 U+0301 U+0024
^xʸ	xʸ	xʸèʔè, xʸa̧ʔū̧	nuyo11, mont13, yucu12, itun11, gran11, yoso11	6	U+005e U+0078 U+02b8
sʸ	sʸ	ⁿdika-sʸaʔa, žúsʸà	juxt11, sind11, yucu15, tlac12, teco11	6	U+0073 U+02b8
ɨ̧̀ɨ̧̀$	ɨ̧̀ɨ̧̀	ñɨ̧̀ɨ̧̀	nuti11, tutu11, mech11, chay11, huaz11, yucu12	6	U+0268 U+0327 U+0300 U+0268 U+0327 U+0300 U+0024
o̧o̧	o̧o̧	ko̧o̧-đawi, ko̧o̧-sawi	acat11, tutu11, chic11, apas11, huaz11, joco11	6	U+006f U+0327 U+006f U+0327
¹ʰ$	¹ʰ	tna⁴kɨ̃¹ʰ, na³to³²-ro²ʔo¹ʰ	chic12	6	U+00b9 U+02b0 U+0024
n̄	n̄	yan̄i, tí:n̄í	jami11, prog12, ayut11, ocot11	5	U+006e U+0304
^īs	īs	īsù, īsí	moli11, ocot11, alac11, gran11, yoso11	5	U+005e U+012b U+0073
ōs	ōs	yōsò, ndōsō	ocot11, more11, yucu15, alac11, coic11	5	U+014d U+0073
ô$	ô	víkô, koñô	diux11, flor12	5	U+00f4 U+0024
û	û	shánhûn, trûn	chic02, diux11, tlah11	5	U+00fb
ǜ	<?>	yǜtā, žǜtā	cahu11, prog12	5	U+01dc
ù̧ù̧$	ù̧ù̧	tù̧ù̧, tʸù̧ù̧	nuyo11, moli11, peno11, jica11, ayut11	5	U+00f9 U+0327 U+00f9 U+0327 U+0024
'ǐ$	'ǐ	tsì'ǐ, xi'ǐ	tlah11, mixt11, pied12, yucu17, flor12	5	U+0027 U+01d0 U+0024
'u̠$	'u̠	ku'u̠, ñu̠'u̠	alac11, yuta13, xoch11	5	U+0027 U+0075 U+0320 U+0024
'u̠	'u̠	xa̠'u̠n, u̠'u̠n	jica13, xoch11, alac11	5	U+0027 U+0075 U+0320
õ̀$	õ̀	ʔ-kʷíjõ̀, sìkõ̀	prom01	5	U+00f5 U+0300 U+0024
^ᴮ	<?>	ᴮ-tówĩ̀, ᴮ-kójõ̀	prom01	5	U+005e U+1d2e
òò	òò	kòò-ká, kòò-káá	guad11, tama12, prom01, teco11, nuch11	5	U+00f2 U+00f2
'⁴$	'⁴	da'ni⁴⁵-sna'u'⁴, gachra'⁴	chic12	5	U+0027 U+2074 U+0024
⁵	⁵	atsij⁵i, ni'⁴⁵-huaj³	chic12	5	U+2075
'⁵	'⁵	gan'⁵an³, sa'⁵a	chic12	5	U+0027 U+2075
^ᵐb	ᵐb	ᵐbaʔa, ᵐbiči	cris11, more11, ixta13	5	U+005e U+1d50 U+0062
üs	üs	žüsa, ʔüsa	caca11, esta11, tlac12	5	U+00fc U+0073
ùs	ùs	ʔùsà, ʔùsì	guad11, yucu13, ixpa11, aten11	5	U+00f9 U+0073
^ü	ü	ütü, üθü	more11, prog12, caca11, esta11	5	U+005e U+00fc
³²	³²	na³to³²-ro²ʔo¹ʰ, da³ˀnĩ³²-ta³ˀu³²	chic12	5	U+00b3 U+00b2
^j̃	j̃	j̃ã³ʰ, j̃ã²ʔã³	chic12	5	U+005e U+006a U+0303
ɨ̄ɨ̄$	ɨ̄ɨ̄	lɨ̄ɨ̄, tyāyɨ̄ɨ̄	jami11, yucu12, nuyo11	4	U+0268 U+0304 U+0268 U+0304 U+0024
^ɨ̄ɨ̄	ɨ̄ɨ̄	ɨ̄ɨ̄n	coat11, diux11, jami11, yoso11	4	U+005e U+0268 U+0304 U+0268 U+0304
^īī	īī	īīn, īīnh	ayut11, zaca11, ocot11	4	U+005e U+012b U+012b
^ās	ās	āsin, āsinh	ayut11, moli11, ocot11	4	U+005e U+0101 U+0073
't	't	vì'tá, ndokó-tyá'tàn	diux11, tlah11	4	U+0027 U+0074
ô	ô	óhôn, kóôn	diux11, reye11, chic02	4	U+00f4
th	th	nthāī, ntīthíyūn	conc11	4	U+0074 U+0068
^'a	'a	'a³tax¹, 'an³	papa11, copa11	4	U+005e U+0027 U+0061
àh	àh	tsaàha, kuyiaàha	chic02, colo11	4	U+00e0 U+0068
^gh	gh	ghueheha, ghuiiha	chic02	4	U+005e U+0067 U+0068
^mm	mm	mme, mmistila	chic12, chic02	4	U+005e U+006d U+006d
rr	rr	nurrnúú, lírrú-ka'a-ye'è	chic02, yucu13, tlah11	4	U+0072 U+0072
^yy	yy	yyaj⁵⁴, yyatan	chic12, papa11, chic02	4	U+005e U+0079 U+0079
^úú$	úú	úú	peno11, diux11, huen11, chic02	4	U+005e U+00fa U+00fa U+0024
ǖ$	<?>	tn-ǖsǖ, tǖtǖ	prog12, cahu11	4	U+01d6 U+0024
ǘ	<?>	žǘʔǚ, žǘkǜ	prog12, ahue11	4	U+01d8
ī̧ī̧$	ī̧ī̧	čī̧ī̧, ñā̧ñī̧ī̧	teco11, cahu11, xaya12, xaya11	4	U+012b U+0327 U+012b U+0327 U+0024
ȩ̀$	<?>	nȩ̀ʔȩ̀, ⁿdīxȩ̀	peno11, nuyo11, chic11, atat11	4	U+0229 U+0300 U+0024
ō̧	ō̧	ñō̧ò̧, tnō̧ó̧	cahu11, caca11, nuch11	4	U+014d U+0327
íí$	íí	játsíí, kʷíí	colo11, mont12, cahu11	4	U+00ed U+00ed U+0024
^ú̧	ú̧	ú̧ʔú̧, ú̧ʔǔ̧	peno11, jica11, coat11	4	U+005e U+00fa U+0327
'á	'á	dí'án, tá'áyá	yuta13, mont12, dura11	4	U+0027 U+00e1
o̠o̠$	o̠o̠	no̠o̠, ndo̠o̠	alac11	4	U+006f U+0320 U+006f U+0320 U+0024
'i̠$	'i̠	ndei'i̠, nda̠'i̠	yuta13, xoch11	4	U+0027 U+0069 U+0320 U+0024
^'i	'i	'i⁴n'u⁴, 'i⁴yu⁴	papa11	4	U+005e U+0027 U+0069
ɥ	ɥ	kɥi³õ³, kɥi³i¹	yucu16	4	U+0265
'³$	'³	huatan'³, xugüi'³	chic12	4	U+0027 U+00b3 U+0024
'i̠	'i̠	di'i̠n, ti̠-'i̠'á	yuta13, jica13	4	U+0027 U+0069 U+0320
ɨ̧́	ɨ̧́	nɨ̧́ñɨ̧́, tnɨ̧́ñú̧	peno11, yolo11, acat11	4	U+0268 U+0327 U+0301
i̧ⁿ$	i̧ⁿ	či̧i̧ⁿ, i̧i̧ⁿ	diux11, coso11, xaya11, mont14	4	U+0069 U+0327 U+207f U+0024
^ⁿr̃	ⁿr̃	ⁿr̃iʔi, ⁿr̃uđi	chic11	4	U+005e U+207f U+0072 U+0303
ȩ̄$	<?>	ñū̧xȩ̄, ⁿdixȩ̄	yucu12, atat11, ocot11	4	U+0229 U+0304 U+0024
ls	ls	kalso̧ni̧, kalso̧n	chal11, soya11, yoso11, mont14	4	U+006c U+0073
^iʰ	iʰ	iʰkūʔ, iʰtū̧ʔ-ⁿdu̧ʔuʔ	ayut11	4	U+005e U+0069 U+02b0
ȩ́	<?>	kʷȩ́ñu̧, nȩ́ʔí	yucu12, peno11, atat11	4	U+0229 U+0301
^ī̧	ī̧	ī̧ì̧.ī̧, ī̧ñù̧	xaya12, ayut11, metl11	4	U+005e U+012b U+0327
ǰ	ǰ	ƀi̧ʔⁿǰā, mi̧ʔⁿǰa	gran11, yoso11, acat11, coso11	4	U+01f0
^f	f	fier̃u	sind11, chal11, apoa11, joco11	4	U+005e U+0066
^aa$	aa	aa	pied11, nuxa11, ixta12, nuxi11	4	U+005e U+0061 U+0061 U+0024
^ʔw	ʔw	ʔwi¹, ʔwe³²ʰ	zapo11, chic12	4	U+005e U+0294 U+0077
^wː	wː	wːe³⁵, wːi¹³	chic12	4	U+005e U+0077 U+02d0
tʃ	tʃ	si³ɡa²tʃi³, ʃu³tʃe³²	chic12	4	U+0074 U+0283
^īsh	īsh	īshī	jami11, yoso11, ocot11	3	U+005e U+012b U+0073 U+0068
^īh	īh	īhñí, īhīn	jami11, ayut11, ocot11	3	U+005e U+012b U+0068
ēē$	ēē	kwēē, kʷēē	alac11, jami11, xaya12	3	U+0113 U+0113 U+0024
ōō$	ōō	yōō, ñōō	alac11, yoso11, atat11	3	U+014d U+014d U+0024
īī$	īī	tīī, kwīī	alac11, diux11, xaya12	3	U+012b U+012b U+0024
ê$	ê	kʷéʔê, shéhê	diux11, nuyo11	3	U+00ea U+0024
^'n	'n	'na³nii³, 'nï¹	chic12, copa11	3	U+005e U+0027 U+006e
ê	ê	tɨ̀-kʷêʔé, tênha	chic02, peno11	3	U+00ea
ò̧ò̧$	ò̧ò̧	nò̧ò̧	yucu12, nuyo11, cahu11	3	U+00f2 U+0327 U+00f2 U+0327 U+0024
ìw	ìw	kìwí, yìwìʔ	cahu11, yolo12, ayut11	3	U+00ec U+0077
īw	īw	kīwɨ̀, yīwí	yucu12, nuyo11, cahu11	3	U+012b U+0077
ó̧$	ó̧	tnō̧ó̧, tò̧ó̧	alac11, teco11, cahu11	3	U+00f3 U+0327 U+0024
^í̧í̧$	í̧í̧	í̧í̧	tlal11, cahu11, jica11	3	U+005e U+00ed U+0327 U+00ed U+0327 U+0024
ìì	ìì	nììn, ʔ-kʷììʔ	mont12, huen11, prom01	3	U+00ec U+00ec
'è	'è	xè'è-mii, xe'è-nùú-ñu'ú	huen11, flor12, tlah11	3	U+0027 U+00e8
'ò	'ò	tò'òn, ò'òn	mont12	3	U+0027 U+00f2
^ùs	ùs	ùsà, ùsì	mont12, xaya12	3	U+005e U+00f9 U+0073
'ó	'ó	yo'ó', di̠'ón	mont12, zaca11, yuta13	3	U+0027 U+00f3
òh	òh	ndòhò, còhò	colo11, chay11	3	U+00f2 U+0068
^i̠i̠	i̠i̠	i̠i̠n	alac11, jica13, xoch11	3	U+005e U+0069 U+0320 U+0069 U+0320
⁴¹	⁴¹	kʷi⁴¹i⁴, ʧi⁴¹ĩ⁴	alco11	3	U+2074 U+00b9
ṍ$	ṍ	ⁿdí=ʔ²-kʷéjṍ, tòʔṍ	prom01	3	U+1e4d U+0024
õ	õ	i³õ¹, kɥi³õ³	yucu16	3	U+00f5
ĩ́$	ĩ́	wítĩ́, wìxĩ́	prom01	3	U+0129 U+0301 U+0024
ï$	ï	rinïj⁴ï, matsïj⁴ï	chic12	3	U+00ef U+0024
j$	j	gatsi'⁴ij, gutsï'⁴ïj	chic12	3	U+006a U+0024
i̧̧$	i̧̧	tu̧ni̧̧, ña̧̧ni̧̧	peno11	3	U+0069 U+0327 U+0327 U+0024
^ȼʸ	<?>	ȼʸee, ȼʸeʔe	dura11, tlac12, joco11	3	U+005e U+023c U+02b8
uʰ	uʰ	suʰku̧ʔ, đuʰtu	cuau11, ayut11	3	U+0075 U+02b0
ǚ$	<?>	žǖkǚ, žǖʔǚ	tama12, ahue11	3	U+01da U+0024
u̧ᵑ$	u̧ᵑ	satu̧ᵑ, đu̧u̧ᵑ	coso11, sind11	3	U+0075 U+0327 U+1d51 U+0024
xʷ	xʷ	či-xʷȩñi̧, kɨtɨxʷi̧ʔna̧	tama11, pied11, huit11	3	U+0078 U+02b7
^ⁿř	ⁿř	ⁿřuȼa, ⁿřakʷa	chic11	3	U+005e U+207f U+0159
^ⁿž	ⁿž	ⁿžiši̧, ⁿžisa	apoa11, pino11	3	U+005e U+207f U+017e
i̧ᵑ$	i̧ᵑ	ⁿǰi̧i̧ᵑ	sind11, yuta11	3	U+0069 U+0327 U+1d51 U+0024
^ⁿsʸ	ⁿsʸ	ⁿsʸiši, ⁿsʸisa̧	zapo11	3	U+005e U+207f U+0073 U+02b8
īʰ	īʰ	vīʰka, ⁿdīʰkāʔ	ayut11	3	U+012b U+02b0
a̧ᵑ	a̧ᵑ	ba̧ᵑgu, ti-na̧na̧-ča̧ᵑgi	pena12, cuat11, sini11	3	U+0061 U+0327 U+1d51
o̧ⁿ	o̧ⁿ	ko̧ⁿdo, la-ko̧ⁿdo	ahue11, teco11, coic11	3	U+006f U+0327 U+207f
ās	ās	žāsí̧, tāsuʔ	yucu15, tlac12, ayut11	3	U+0101 U+0073
u̧ⁿ$	u̧ⁿ	yutu̧ⁿ, ko̧u̧ⁿ	nund13, coso11, coxc11	3	U+0075 U+0327 U+207f U+0024
^i̧i̧	i̧i̧	i̧i̧-wi-ñu̧u̧, i̧i̧ʔ	chig11, ayut11	3	U+005e U+0069 U+0327 U+0069 U+0327
^ⁿy	ⁿy	ⁿyiƀi, ⁿyaʔi	toto12, adeq11, amat11	3	U+005e U+207f U+0079
^šʸ	šʸ	šʸoo	tepe11, dura11, nuxi11	3	U+005e U+0161 U+02b8
I$	<?>	žasI, žašI	caca11, zapo11, aten11	3	U+0049 U+0024
ȩ̄	<?>	nȩ̄ʔžù, ñȩ̄xī̧	nuyo11, yucu12	3	U+0229 U+0304
ɨ̧ɨ̧	ɨ̧ɨ̧	ka-kɨ̧ɨ̧-đawi, nɨ̧ɨ̧-ni̧u̧	este11, cuya11, cuau11	3	U+0268 U+0327 U+0268 U+0327
ⁿǰ	ⁿǰ	na̧-ⁿǰii-đi, ⁿǰu-ⁿǰuča	tlal11, cris11, flor11	3	U+207f U+01f0
·	·	i̧·ñu̧, ñu̧·a̧	tlal11, nund13, coxc11	3	U+00b7
ùw	ùw	ʔùwà, ʔùwì	nuyo11, yucu15	3	U+00f9 U+0077
^ʒ	ʒ	ʒu³wi³ʰ, ʒu³we³ʰ	chic12	3	U+005e U+0292
^nː	nː	nːĩ³¹, nːu³ʰ	chic12	3	U+005e U+006e U+02d0
¹ˀ	¹ˀ	wa¹ˀnĩ³, ne³²-ri¹ˀi¹	chic12	3	U+00b9 U+02c0
²ʰ$	²ʰ	da²ʔa²ʰ, tʃi²ʰ	chic12	3	U+00b2 U+02b0 U+0024
⁴²$	⁴²	ñu³u⁴², ta¹kwi⁴²	yolo11	2	U+2074 U+00b2 U+0024
ūū	ūū	lūū-čī, chūūn	prog12, yucu15	2	U+016b U+016b
^ō	ō	ōko	yoso11, ayut11	2	U+005e U+014d
^uu	uu	uun, uun²	coat11, copa11	2	U+005e U+0075 U+0075
^ó	ó	ókō, ókô	coat11, diux11	2	U+005e U+00f3
^ā	ā	āmā	alac11, conc11	2	U+005e U+0101
ûû$	ûû	ñûû, yûû	diux11	2	U+00fb U+00fb U+0024
mh	mh	yhāmhī, hīímha	conc11	2	U+006d U+0068
ẽ	ẽ	kōnẽxó, da³ˀnẽ³ˀ	conc11, chic12	2	U+1ebd
^chh	chh	chhenu, chhātā	conc11	2	U+005e U+0063 U+0068 U+0068
úú	úú	kúúhu, kúún	huen11, chic02	2	U+00fa U+00fa
ûh	ûh	huhûha, nitrûha	chic02	2	U+00fb U+0068
^ee$	ee	ee	tepo01	2	U+005e U+0065 U+0065 U+0024
^kʸ	kʸ	kʸàʔƀà, kʸutu-čaʔa	prog12, tutu11	2	U+005e U+006b U+02b8
ǔ̧$	ǔ̧	ú̧ʔǔ̧, nú̧ǔ̧	coat11	2	U+01d4 U+0327 U+0024
î̧	î̧	čî̧í̧, čî̧ù̧	mixt11, peno11	2	U+00ee U+0327
ǜs	<?>	ⁿdǜsà	prog12, cahu11	2	U+01dc U+0073
ō̧ō̧$	ō̧ō̧	ñō̧ō̧, čō̧ō̧	alac11, caca11	2	U+014d U+0327 U+014d U+0327 U+0024
ó̧	ó̧	ñó̧ō̧, ñó̧ʔò̧	caca11, cahu11	2	U+00f3 U+0327
â̧	â̧	škʷâ̧ñū̧, kʷâ̧á̧	peno11, ocot11	2	U+00e2 U+0327
^ɨ̧̀ɨ̧̀$	ɨ̧̀ɨ̧̀	ɨ̧̀ɨ̧̀	peno11, diux11	2	U+005e U+0268 U+0327 U+0300 U+0268 U+0327 U+0300 U+0024
^ū̧	ū̧	ū̧ʔù̧	gran11, atat11	2	U+005e U+016b U+0327
^ɨ̧́ɨ̧́$	ɨ̧́ɨ̧́	ɨ̧́ɨ̧́	peno11, diux11	2	U+005e U+0268 U+0327 U+0301 U+0268 U+0327 U+0301 U+0024
^ɨ̧̄	ɨ̧̄	ɨ̧̄ɨ̧̀	gran11, atat11	2	U+005e U+0268 U+0327 U+0304
ě$	ě	šèě, tájtě	coat11, pied12	2	U+011b U+0024
'ǔ$	'ǔ	yu'ǔ	pied12, flor12	2	U+0027 U+01d4 U+0024
.	<?>	ī̧ì̧.ī̧, kwa.ìì	mixt11, metl11	2	U+002e
'â	'â	xǎ'ân	pied12, flor12	2	U+0027 U+00e2
^à	à	àđì, ànjìn	mont12, xaya12	2	U+005e U+00e0
ɨ̀ɨ̀$	ɨ̀ɨ̀	ñɨ̀ɨ̀	chay11, colo11	2	U+0268 U+0300 U+0268 U+0300 U+0024
^ùh	ùh	ùhvà	chay11, colo11	2	U+005e U+00f9 U+0068
èè$	èè	mbèè, ti-na̧na̧-ⁿdèè	colo11, alco11	2	U+00e8 U+00e8 U+0024
a̠a̠$	a̠a̠	ka̠a̠, ya̠a̠	alac11, jica13	2	U+0061 U+0320 U+0061 U+0320 U+0024
³⁴	³⁴	i³t-cu³⁴chi⁴, nne³⁴-ri'i'⁴	papa11, chic12	2	U+00b3 U+2074
'²	'²	nd'²ta³, xi'²-drej³	papa11, chic12	2	U+0027 U+00b2
ũ̀̀$	ũ̀̀	júũ̀̀, xìtũ̀̀	prom01	2	U+0169 U+0300 U+0300 U+0024
=	<?>	te²=a²ma², ⁿdí=ʔ²-kʷéjṍ	chal11, prom01	2	U+003d
ẽ̀$	ẽ̀	jùʔwẽ̀, ᴮ-séʔẽ̀	prom01	2	U+1ebd U+0300 U+0024
ùù	ùù	jùùʔ, tùùn	dura11, prom01	2	U+00f9 U+00f9
⁴⁵$	⁴⁵	a'i⁴⁵, da'ni⁴⁵	chic12	2	U+2074 U+2075 U+0024
⁴⁵	⁴⁵	da'ni⁴⁵-xano'⁵, da'ni⁴⁵-sna'u'⁴	chic12	2	U+2074 U+2075
'⁵$	'⁵	da'ni⁴⁵-xano'⁵, gan'⁵	chic12	2	U+0027 U+2075 U+0024
^'u	'u	'uej³e, 'ui⁵³	chic12	2	U+005e U+0027 U+0075
ë	ë	yëj³, siguë'³ë	chic12	2	U+00eb
^ȩ	<?>	ȩni̧, ȩñu̧	coat11, flor11	2	U+005e U+0229
u̧ʰ	u̧ʰ	đu̧ʰku̧, su̧ʰtu	ayut11, cuau11	2	U+0075 U+0327 U+02b0
ȩ̀	<?>	nȩ̀ʔȩ̀, nȩ̀ñȩ̀	peno11, chic11	2	U+0229 U+0300
kᵑ$	kᵑ	đúkᵑ, ikᵑ	chig11	2	U+006b U+1d51 U+0024
u̧ⁿ	u̧ⁿ	đu̧ⁿɡu, ku̧ⁿdu	dura11, yucu14	2	U+0075 U+0327 U+207f
^ⁿd̩	ⁿd̩	ⁿd̩iƀi, ⁿd̩iša	nuxi11	2	U+005e U+207f U+0064 U+0329
ɨ̧̄	ɨ̧̄	sɨ̧̄ʔɨ̧	yucu12, atat11	2	U+0268 U+0327 U+0304
^ǰ	ǰ	ǰuƀi, ǰa-ni̧yu̧	cris11, huit11	2	U+005e U+01f0
lʸ	lʸ	silʸa, ƀilʸu	ixta11, chay12	2	U+006c U+02b8
^čʸ	čʸ	čʸei, čʸo̧o̧	reye11, ndua11	2	U+005e U+010d U+02b8
oⁿ	oⁿ	ⁿdi-koⁿdo, lokoⁿde	caca11, esta11	2	U+006f U+207f
^ⁿr	ⁿr	ⁿraka, ⁿreke	diux11, chic11	2	U+005e U+207f U+0072
^r̃	r̃	r̃aki, r̃a̧na̧	tlac11, yuta11	2	U+005e U+0072 U+0303
θʸ	θʸ	ⁿdi-θʸa̧ʔa̧, la-θʸa̧ʔa̧	ahue11, tama12	2	U+03b8 U+02b8
iᵑ	iᵑ	liᵑgi, riᵑgi	pena12, moli11	2	U+0069 U+1d51
ô̧	ô̧	kô̧mi̧, tô̧mi̧	nuch11	2	U+00f4 U+0327
šʸ	šʸ	ƀišʸi, žušʸà	teco11, chay12	2	U+0161 U+02b8
ɨ̧́ɨ̧́$	ɨ̧́ɨ̧́	ñɨ̧́ɨ̧́	peno11, acat11	2	U+0268 U+0327 U+0301 U+0268 U+0327 U+0301 U+0024
^ì̧	ì̧	ì̧í̧, ì̧ñù̧	peno11, alco11	2	U+005e U+00ec U+0327
ì̧w	ì̧w	nì̧wɨ	yucu12, nuyo11	2	U+00ec U+0327 U+0077
ⁿč	ⁿč	či-na̧na̧-ⁿčaʔža, či-na̧na̧-ⁿčiʔe	reye11, ixpa11	2	U+207f U+010d
ř	ř	žeřu, uřnu	tlal11, tila11	2	U+0159
s̯	s̯	žas̯i, yas̯i	juxt11	2	U+0073 U+032f
āʰ	āʰ	kāʰčiʔ, šāʰty	ayut11	2	U+0101 U+02b0
o̠o̠	o̠o̠	ko̠o̠-sawi	cahu11, cuat11	2	U+006f U+0320 U+006f U+0320
^ⁿȼ	<?>	ⁿȼuʔƀa, ⁿȼeʔye	moli11, guad11	2	U+005e U+207f U+023c
°	<?>	k°aʔa, k°iya	chic11, jami11	2	U+00b0
^ɨ	ɨ	ɨwɨ, ɨši	itun11, cuil11	2	U+005e U+0268
š̭	š̭	đuš̭a̧, uš̭a	juxt11, chig11	2	U+0161 U+032d
š̯	š̯	wiš̯i, uš̯i	joco11	2	U+0161 U+032f
³⁴²$	³⁴²	nã³⁴², ta³⁴²	chic12	2	U+00b3 U+2074 U+00b2 U+0024
⁴ʰ$	⁴ʰ	a³tsi⁴ʰ, du³gᵂã³ˀã⁴ʰ	chic12	2	U+2074 U+02b0 U+0024
gᵂ	gᵂ	du³gᵂã³ˀã⁴ʰ, nu³gᵂã³ˀ	chic12	2	U+0067 U+1d42
^gᵂ	gᵂ	gᵂi³, gᵂa⁴ju³	chic12	2	U+005e U+0067 U+1d42
^mː	mː	mːĩ³ˀ, mːĩ³²	chic12	2	U+005e U+006d U+02d0
^jː	jː	jːa³ʰ, jːe³ʰ	chic12	2	U+005e U+006a U+02d0
¹³ʰ$	¹³ʰ	ˀᵑɡo¹³ʰ, ja¹³ʰ	chic12	2	U+00b9 U+00b3 U+02b0 U+0024
^tʃ	tʃ	tʃi²ʰ, tʃi²ʔ	chic12	2	U+005e U+0074 U+0283
¹³	¹³	xa¹³ni²	yolo11	1	U+00b9 U+00b3
ēsh	ēsh	kūñēshú	jami11	1	U+0113 U+0073 U+0068
ōō	ōō	tōōn	jami11	1	U+014d U+014d
í:	í:	tí:n̄í	ocot11	1	U+00ed U+003a
ōh$	ōh	yohōh	ayut11	1	U+014d U+0068 U+0024
āā	āā	kwāān	ayut11	1	U+0101 U+0101
ōhsh	ōhsh	ndōhshó	coat11	1	U+014d U+0068 U+0073 U+0068
ēs	ēs	lēsōn	alac11	1	U+0113 U+0073
'ð	'ð	í'ðú	diux11	1	U+0027 U+00f0
'k	'k	chó'kó	diux11	1	U+0027 U+006b
'ch	'ch	ndí'chí	diux11	1	U+0027 U+0063 U+0068
'ɨ́$	'ɨ́	ñɨ́'ɨ́	diux11	1	U+0027 U+0268 U+0301 U+0024
ɨ̂$	ɨ̂	kɨ́ðɨ̂	diux11	1	U+0268 U+0302 U+0024
ôô$	ôô	yôô	diux11	1	U+00f4 U+00f4 U+0024
^óh	óh	óhôn	diux11	1	U+005e U+00f3 U+0068
^ɨ́	ɨ́	ɨ́ɨ̂n	diux11	1	U+005e U+0268 U+0301
ɨ̂	ɨ̂	ɨ́ɨ̂n	diux11	1	U+0268 U+0302
^dh	dh	dhīn	conc11	1	U+005e U+0064 U+0068
^lh	lh	lhín	conc11	1	U+005e U+006c U+0068
īī	īī	shīīn	yoso11	1	U+012b U+012b
^ɨ̄	ɨ̄	ɨ̄ɨn	yoso11	1	U+005e U+0268 U+0304
^gw	gw	gwii³	copa11	1	U+005e U+0067 U+0077
êh	êh	tînêha	chic02	1	U+00ea U+0068
hh	hh	chukuahha	chic02	1	U+0068 U+0068
ââ	ââ	rrâân	chic02	1	U+00e2 U+00e2
ôô	ôô	chinôônha	chic02	1	U+00f4 U+00f4
nn	nn	trunnatoo	chic02	1	U+006e U+006e
yy	yy	tay-yee	tepo01	1	U+0079 U+0079
q$	q	dzuq	tepo01	1	U+0071 U+0024
