Grapheme	IPA	Class	Status	Comments	Source	Doculect																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ò̢	õ1	vowel and tone			pike1976stress	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
on	õ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
oon	õ1õ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
oōn	õ1õ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
oón	õ1õ5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
oôn	õ1õ51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ō	o3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ōn	õ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ōon	õ3õ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ōōn	õ3õ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ōón	õ3õ5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ōôn	õ3õ51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ó	o5	vowel and tone			pike1976stress, kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ó̢	õ5	vowel and tone			pike1976stress	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ón	õ5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ô	o51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ôn	õ51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
óon	õ5õ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
óōn	õ5õ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
óón	õ5õ5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
óôn	õ5õ51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
u	u1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ù	u1	vowel and tone			pike1976stress	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ù̢	ũ1	vowel and tone			pike1976stress	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
un	ũ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
uun	ũ1ũ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
uūn	ũ1ũ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
uún	ũ1ũ5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
uûn	ũ1ũ51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ū	u3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ūn	ũ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ūun	ũ3ũ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ūūn	ũ3ũ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ūún	ũ3ũ5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ūûn	ũ3ũ51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ú	u5	vowel and tone			pike1976stress, kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ú̢	ũ5	vowel and tone			pike1976stress	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ún	ũ5	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
û	u51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
ûn	ũ51	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
úun	ũ5ũ1	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
úūn	ũ5ũ3	vowel and tone			kuiper1991syntactic	diux11																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																																									
