ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Floating_Tone,Loan_Source
SanAgustinChayucoMixtec-8_bigsingular-2,,SanAgustinChayucoMixtec,8_bigsingular,cahnu,cahnu,k *a/a *h/ʔ n *u/u,,pensinger1974diccionario,,,^c a h n u$,default,,
SanJuanColoradoMixtec_A-8_bigsingular-1,,SanJuanColoradoMixtec_A,8_bigsingular,cahnu,cahnu,k *a/a *h/ʔ n *u/u,,stark1986diccionario,,,^c a h n u$,SanJuanColoradoMixtec_A,,
SantaMariaZacatepecMixtec-8_bigsingular-1,,SantaMariaZacatepecMixtec,8_bigsingular,ka'nu,ka'nu,k *a/a ʔ n *u/u,,towne2011gramatica,,,^k a ' n u$,SantaMariaZacatepecMixtec,,
AlacatlatzalaMixtec_A-8_bigsingular-1,,AlacatlatzalaMixtec_A,8_bigsingular,ká'no,ká'no,k a ⁵ ʔ n *o/o,,zylstra2012gramatica,,,^k á ' n o$,default,,
AlacatlatzalaMixtec_A-8_bigsingular-2,,AlacatlatzalaMixtec_A,8_bigsingular,chée,chée,tʃ e ⁵ *e/e,,zylstra2012gramatica,,,^ch é e$,default,,
XochapaMixtec-8_bigsingular-1,,XochapaMixtec,8_bigsingular,ká'nú,ká'nú,k a ⁵ ʔ n u ⁵,,stark2013diccionario,,,^k á ' n ú$,XochapaMixtec,,
MagdalenaPenascoMixtec-8_bigsingular-1,,MagdalenaPenascoMixtec,8_bigsingular,ká'nú,ká'nú,k a ⁵ ʔ n u ⁵,,hollenbach2017diccionario,,,^k á ' n ú$,default,,
SanEstebanAtatlahucaMixtec_A-8_bigsingular-1,,SanEstebanAtatlahucaMixtec_A,8_bigsingular,cáhnu,cáhnu,k a ⁵ *h/ʔ n *u/u,,alexander1980gramatica,,,^c á h n u$,SanEstebanAtatlahucaMixtec_A,,
SantaMariaPapaloCuicatec-8_bigsingular-1,,SantaMariaPapaloCuicatec,8_bigsingular,ch'a³ta³,ch'a³ta³,tʃ ʔ *a/a *³/⁴ t *a/a *³/⁴,,anderson1983diccionario,,,^ch ' a ³ t a ³$,SantaMariaPapaloCuicatec,,
Proto-Mixtec-8_bigsingular-1,,Proto-Mixtec,8_bigsingular,(ʔ²)-káʔnó,ʔ²-káʔnó,ʔ *²/³ + k a ⁵ ʔ n o ⁵,,swanton2020observaciones,,,^ʔ ² - k á ʔ n ó$,default,,
AlcozaucaGuerreroMixtec-8_bigsingular-1,,AlcozaucaGuerreroMixtec,8_bigsingular,ka⁴ʔnu³,ka⁴ʔnu³,k *a/a *⁴/⁴ ʔ n *u/u *³/⁴,,swanton2020observaciones,,,^k a ⁴ ʔ n u ³$,default,,
SantaMariaZacatepecMixtec-8_bigsingular-2,,SantaMariaZacatepecMixtec,8_bigsingular,ka²ʔnu²,ka²ʔnu²,k *a/a *²/³ ʔ n *u/u *²/³,,swanton2020observaciones,,,^k a ² ʔ n u ²$,SantaMariaZacatepecMixtec,,
ChalcatongoHidalgoMixtec_B-8_bigsingular-1,,ChalcatongoHidalgoMixtec_B,8_bigsingular,ka³ʔnu²,ka³ʔnu²,k *a/a *³/⁴ ʔ n *u/u *²/³,,swanton2020observaciones,,,^k a ³ ʔ n u ²$,default,,
YucuquimiOcampoMixtec-8_bigsingular-1,,YucuquimiOcampoMixtec,8_bigsingular,ka³ʔno²,ka³ʔno²,k *a/a *³/⁴ ʔ n *o/o *²/³,,swanton2020observaciones,,,^k a ³ ʔ n o ²$,YucuquimiOcampoMixtec,,
ElJicaralMixtec-8_bigsingular-1,,ElJicaralMixtec,8_bigsingular,ká'nu,ká'nu,k a ⁵ ʔ n *u/u,,Emily John-Martin,,,^k á ' n u$,default,,
SantaMariaAcatepecMixtec-8_bigsingular-1,,SantaMariaAcatepecMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaMariaAcatepecMixtec,,
SanMiguelAchiutlaMixtec-8_bigsingular-1,,SanMiguelAchiutlaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanMiguelAchiutlaMixtec,,
SantaCatarinaAdequezMixtec-8_bigsingular-1,,SantaCatarinaAdequezMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaCatarinaAdequezMixtec,,
SanMiguelAhuehuetitlanMixtec-8_bigsingular-1,,SanMiguelAhuehuetitlanMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanMiguelAhuehuetitlanMixtec,,
AlacatlatzalaMixtec_C-8_bigsingular-1,,AlacatlatzalaMixtec_C,8_bigsingular,kaʔno̧,kaʔno̧,k *a/a ʔ n *o̧/õ,,josserand1983mixtec,,,^k a ʔ n o̧$,default,,
AlacatlatzalaMixtec_C-8_bigsingular-2,,AlacatlatzalaMixtec_C,8_bigsingular,katno̧,katno̧,k *a/a t n *o̧/õ,,josserand1983mixtec,,,^k a t n o̧$,default,,
AlcozaucaGuerreroMixtec-8_bigsingular-2,,AlcozaucaGuerreroMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,default,,
SanMiguelAmatitlanMixtec-8_bigsingular-1,,SanMiguelAmatitlanMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanMiguelAmatitlanMixtec,,
SantaMariaApazcoMixtec-8_bigsingular-1,,SantaMariaApazcoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaMariaApazcoMixtec,,
SantiagoApoalaMixtec-8_bigsingular-1,,SantiagoApoalaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantiagoApoalaMixtec,,
SanEstebanAtatlahucaMixtec_B-8_bigsingular-2,,SanEstebanAtatlahucaMixtec_B,8_bigsingular,káʔnu̧,káʔnu̧,k a ⁵ ʔ n *u̧/ũ,,josserand1983mixtec,,,^k á ʔ n u̧$,SanEstebanAtatlahucaMixtec_B,,
SanAgustinAtenangoMixtec-8_bigsingular-1,,SanAgustinAtenangoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,default,,
SanPedroAtoyacMixtec-8_bigsingular-1,,SanPedroAtoyacMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanPedroAtoyacMixtec,,
AyutlalosLibresMixtec_B-8_bigsingular-1,,AyutlalosLibresMixtec_B,8_bigsingular,kaʔnu̧ʔ,kaʔnu̧ʔ,k *a/a ʔ n *u̧/ũ ʔ,,josserand1983mixtec,,,^k a ʔ n u̧ ʔ$,default,,
SantaCruzBravoMixtec-8_bigsingular-1,,SantaCruzBravoMixtec,8_bigsingular,kaʔno̧,kaʔno̧,k *a/a ʔ n *o̧/õ,,josserand1983mixtec,,,^k a ʔ n o̧$,SantaCruzBravoMixtec,,
SantiagoCacaloxtepecMixtec-8_bigsingular-1,,SantiagoCacaloxtepecMixtec,8_bigsingular,ka(ʔ)nu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantiagoCacaloxtepecMixtec,,
CahuatacheMixtec-8_bigsingular-2,,CahuatacheMixtec,8_bigsingular,kaʔno̧,kaʔno̧,k *a/a ʔ n *o̧/õ,,josserand1983mixtec,,,^k a ʔ n o̧$,default,,
ChalcatongoHidalgoMixtec_B-8_bigsingular-2,,ChalcatongoHidalgoMixtec_B,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,default,,
SanAgustinChayucoMixtec-8_bigsingular-3,,SanAgustinChayucoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,default,,
SanPedroChayucoMixtec-8_bigsingular-1,,SanPedroChayucoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanPedroChayucoMixtec,,
SantiagoChazumbaMixtec-8_bigsingular-1,,SantiagoChazumbaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantiagoChazumbaMixtec,,
SanMiguelChicahuaMixtec-8_bigsingular-1,,SanMiguelChicahuaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanMiguelChicahuaMixtec,,
ChigmecatitlanMixtec-8_bigsingular-1,,ChigmecatitlanMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,default,,
SanJuanCoatzospamMixtec_B-8_bigsingular-2,,SanJuanCoatzospamMixtec_B,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanJuanCoatzospamMixtec_B,,
CoicoyanlasFloresMixtec-8_bigsingular-1,,CoicoyanlasFloresMixtec,8_bigsingular,káʔnū̧,káʔnū̧,k a ⁵ ʔ n ũ ³,,josserand1983mixtec,,,^k á ʔ n ū̧$,default,,
SanJuanColoradoMixtec_B-8_bigsingular-1,,SanJuanColoradoMixtec_B,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanJuanColoradoMixtec_B,,
CosoltepecMixtec-8_bigsingular-1,,CosoltepecMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,default,,
SanPedroCoxcaltepecCantarosMixtec-8_bigsingular-1,,SanPedroCoxcaltepecCantarosMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanPedroCoxcaltepecCantarosMixtec,,
SanCristobalJamiltepecMixtec-8_bigsingular-1,,SanCristobalJamiltepecMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanCristobalJamiltepecMixtec,,
CuatzoquitengoMixtec-8_bigsingular-1,,CuatzoquitengoMixtec,8_bigsingular,kaʔno̧,kaʔno̧,k *a/a ʔ n *o̧/õ,,josserand1983mixtec,,,^k a ʔ n o̧$,default,,
SantaAnaCuauhtemocMixtec-8_bigsingular-1,,SantaAnaCuauhtemocMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaAnaCuauhtemocMixtec,,
CuilapamGuerreroMixtec-8_bigsingular-1,,CuilapamGuerreroMixtec,8_bigsingular,kaʔno̧,kaʔno̧,k *a/a ʔ n *o̧/õ,,josserand1983mixtec,,,^k a ʔ n o̧$,default,,
CuyamecalcoVillaZaragozaMixtec-8_bigsingular-1,,CuyamecalcoVillaZaragozaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,default,,
SanJuanDiuxiMixtec_B-8_bigsingular-2,,SanJuanDiuxiMixtec_B,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanJuanDiuxiMixtec_B,,
SanMartinDuraznosMixtec_B-8_bigsingular-1,,SanMartinDuraznosMixtec_B,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanMartinDuraznosMixtec_B,,
SanMartinEstadoMixtec-8_bigsingular-1,,SanMartinEstadoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanMartinEstadoMixtec,,
SantaCatarinaEstetlaMixtec-8_bigsingular-1,,SantaCatarinaEstetlaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaCatarinaEstetlaMixtec,,
SanFranciscolasFloresMixtec-8_bigsingular-1,,SanFranciscolasFloresMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanFranciscolasFloresMixtec,,
SanMiguelElGrandeMixtec_A-8_bigsingular-1,,SanMiguelElGrandeMixtec_A,8_bigsingular,káʔnu̧,káʔnu̧,k a ⁵ ʔ n *u̧/ũ,,josserand1983mixtec,,,^k á ʔ n u̧$,SanMiguelElGrandeMixtec_A,,
GuadalupeVillahermosaMixtec-8_bigsingular-1,,GuadalupeVillahermosaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,default,,
SantaMariaHuazolotitlanMixtec-8_bigsingular-1,,SantaMariaHuazolotitlanMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaMariaHuazolotitlanMixtec,,
SanAntonioHuitepecMixtec-8_bigsingular-1,,SanAntonioHuitepecMixtec,8_bigsingular,xa̧ʔnu̧,xa̧ʔnu̧,*x/ʃ *a̧/ã ʔ n *u̧/ũ,,josserand1983mixtec,,,^x a̧ ʔ n u̧$,SanAntonioHuitepecMixtec,,
SantaCruzItundujiaMixtec-8_bigsingular-1,,SantaCruzItundujiaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaCruzItundujiaMixtec,,
IxpantepecNievesMixtec-8_bigsingular-1,,IxpantepecNievesMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,default,,
SantiagoIxtayutlaMixtec-8_bigsingular-1,,SantiagoIxtayutlaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantiagoIxtayutlaMixtec,,
SantiagoIxtaltepecMixtec-8_bigsingular-1,,SantiagoIxtaltepecMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantiagoIxtaltepecMixtec,,
SanMiguelIxtapamMixtec-8_bigsingular-1,,SanMiguelIxtapamMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanMiguelIxtapamMixtec,,
SantiagoJamiltepecMixtec-8_bigsingular-2,,SantiagoJamiltepecMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantiagoJamiltepecMixtec,,
SanFranciscoJaltepetongoMixtec-8_bigsingular-1,,SanFranciscoJaltepetongoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanFranciscoJaltepetongoMixtec,,
SantaMariaJicaltepecMixtec-8_bigsingular-1,,SantaMariaJicaltepecMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaMariaJicaltepecMixtec,,
SanPedroJicayanMixtec-8_bigsingular-1,,SanPedroJicayanMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanPedroJicayanMixtec,,
SanPedroJocotipacMixtec-8_bigsingular-1,,SanPedroJocotipacMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanPedroJocotipacMixtec,,
SantiagoJuxtlahuacaMixtec-8_bigsingular-1,,SantiagoJuxtlahuacaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantiagoJuxtlahuacaMixtec,,
SanLorenzoMixtec-8_bigsingular-1,,SanLorenzoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanLorenzoMixtec,,
SantaCatarinaMechoacanMixtec-8_bigsingular-1,,SantaCatarinaMechoacanMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaCatarinaMechoacanMixtec,,
ElRosarioMicaltepecMixtec-8_bigsingular-1,,ElRosarioMicaltepecMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,default,,
SanJuanMixtepecMixtec-8_bigsingular-2,,SanJuanMixtepecMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanJuanMixtepecMixtec,,
SanPedroMolinosMixtec-8_bigsingular-1,,SanPedroMolinosMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanPedroMolinosMixtec,,
SanSebastianMonteMixtec_B-8_bigsingular-1,,SanSebastianMonteMixtec_B,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanSebastianMonteMixtec_B,,
SantaLuciaMonteverdeMixtec-8_bigsingular-1,,SantaLuciaMonteverdeMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaLuciaMonteverdeMixtec,,
SanLuisMoreliaMixtec-8_bigsingular-1,,SanLuisMoreliaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanLuisMoreliaMixtec,,
SanAntonioNduayacoMixtec-8_bigsingular-1,,SanAntonioNduayacoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanAntonioNduayacoMixtec,,
SanJorgeNuchitaMixtec-8_bigsingular-1,,SanJorgeNuchitaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanJorgeNuchitaMixtec,,
SantaCruzNundacoMixtec-8_bigsingular-1,,SantaCruzNundacoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaCruzNundacoMixtec,,
SantiagoNundicheMixtec-8_bigsingular-1,,SantiagoNundicheMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantiagoNundicheMixtec,,
SantoDomingoNundoMixtec-8_bigsingular-1,,SantoDomingoNundoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantoDomingoNundoMixtec,,
SantaMariaNutioMixtec-8_bigsingular-1,,SantaMariaNutioMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaMariaNutioMixtec,,
SantoDomingoNuxaaMixtec-8_bigsingular-1,,SantoDomingoNuxaaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantoDomingoNuxaaMixtec,,
SanAndresNuxinoMixtec-8_bigsingular-1,,SanAndresNuxinoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanAndresNuxinoMixtec,,
SantiagoNuyooMixtec-8_bigsingular-1,,SantiagoNuyooMixtec,8_bigsingular,káʔnú̧,káʔnú̧,k a ⁵ ʔ n ũ ⁵,,josserand1983mixtec,,,^k á ʔ n ú̧$,SantiagoNuyooMixtec,,
SantoTomasOcotepecMixtec-8_bigsingular-3,,SantoTomasOcotepecMixtec,8_bigsingular,káʔnú̧,káʔnú̧,k a ⁵ ʔ n ũ ⁵,,josserand1983mixtec,,,^k á ʔ n ú̧$,SantoTomasOcotepecMixtec,,
SanMateoPenascoMixtec-8_bigsingular-1,,SanMateoPenascoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanMateoPenascoMixtec,,
SantaMariaPenolesMixtec-8_bigsingular-2,,SantaMariaPenolesMixtec,8_bigsingular,kàʔnu̧,kàʔnu̧,k a ¹ ʔ n *u̧/ũ,,josserand1983mixtec,,,^k à ʔ n u̧$,SantaMariaPenolesMixtec,,
SanMiguelPiedrasMixtec-8_bigsingular-1,,SanMiguelPiedrasMixtec,8_bigsingular,xa̧ʔnu̧,xa̧ʔnu̧,*x/ʃ *a̧/ã ʔ n *u̧/ũ,,josserand1983mixtec,,,^x a̧ ʔ n u̧$,SanMiguelPiedrasMixtec,,
SantiagoPinotepaNacionalMixtec-8_bigsingular-1,,SantiagoPinotepaNacionalMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantiagoPinotepaNacionalMixtec,,
PinotepaDonLuisMixtec-8_bigsingular-1,,PinotepaDonLuisMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,default,,
SanMiguelProgresoMixtec-8_bigsingular-1,,SanMiguelProgresoMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanMiguelProgresoMixtec,,
SanJeronimoProgresoMixtec_B-8_bigsingular-2,,SanJeronimoProgresoMixtec_B,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanJeronimoProgresoMixtec_B,,
Proto-Mixtec-8_bigsingular-2,,Proto-Mixtec,8_bigsingular,kaʔnuʔ,kaʔnuʔ,k *a/a ʔ n *u/u ʔ,,josserand1983mixtec,,,^k a ʔ n u ʔ$,default,,
Proto-Mixtec-8_bigsingular-3,,Proto-Mixtec,8_bigsingular,kaʔnu,kaʔnu,k *a/a ʔ n *u/u,,josserand1983mixtec,,,^k a ʔ n u$,default,,
SantosReyesTepejilloMixtec-8_bigsingular-1,,SantosReyesTepejilloMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantosReyesTepejilloMixtec,,
SanFranciscoSayultepecMixtec-8_bigsingular-1,,SanFranciscoSayultepecMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanFranciscoSayultepecMixtec,,
SanMateoSindihuiMixtec-8_bigsingular-1,,SanMateoSindihuiMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanMateoSindihuiMixtec,,
SanJoseSinicahuaMixtec-8_bigsingular-1,,SanJoseSinicahuaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanJoseSinicahuaMixtec,,
SanBartoloSoyaltepecMixtec-8_bigsingular-1,,SanBartoloSoyaltepecMixtec,8_bigsingular,kaʔno̧,kaʔno̧,k *a/a ʔ n *o̧/õ,,josserand1983mixtec,,,^k a ʔ n o̧$,SanBartoloSoyaltepecMixtec,,
SanBartoloSoyaltepecMixtec-8_bigsingular-2,,SanBartoloSoyaltepecMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanBartoloSoyaltepecMixtec,,
SanJuanTamazolaMixtec-8_bigsingular-1,,SanJuanTamazolaMixtec,8_bigsingular,xa̧ʔnu̧,xa̧ʔnu̧,*x/ʃ *a̧/ã ʔ n *u̧/ũ,,josserand1983mixtec,,,^x a̧ ʔ n u̧$,SanJuanTamazolaMixtec,,
SantiagoTamazolaMixtec-8_bigsingular-1,,SantiagoTamazolaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantiagoTamazolaMixtec,,
SantaMariaTataltepecMixtec-8_bigsingular-1,,SantaMariaTataltepecMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SantaMariaTataltepecMixtec,,
SanSebastianTecomaxtlahuacaMixtec-8_bigsingular-1,,SanSebastianTecomaxtlahuacaMixtec,8_bigsingular,káʔnū̧,káʔnū̧,k a ⁵ ʔ n ũ ³,,josserand1983mixtec,,,^k á ʔ n ū̧$,SanSebastianTecomaxtlahuacaMixtec,,
SanJuanTeitaMixtec-8_bigsingular-1,,SanJuanTeitaMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,SanJuanTeitaMixtec,,
LosTejocotesMixtec-8_bigsingular-1,,LosTejocotesMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,default,,
TepejilloMixtec-8_bigsingular-1,,TepejilloMixtec,8_bigsingular,kaʔnu̧,kaʔnu̧,k *a/a ʔ n *u̧/ũ,,josserand1983mixtec,,,^k a ʔ n u̧$,TepejilloMixtec,,
