ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Floating_Tone,Loan_Source
SantiagoJamiltepecMixtec-100_thread-1,,SantiagoJamiltepecMixtec,100_thread,yuhya,yuhya,*y/j *u/u *h/ʔ *y/ʒ *a/a,,johnson1988syntactic,,,^y u h y a$,SantiagoJamiltepecMixtec,,
SanJuanCoatzospamMixtec_A-100_thread-1,,SanJuanCoatzospamMixtec_A,100_thread,shuhve,shuhve,ʃ *u/u *h/ʔ β *e/e,,small1990syntactic,,,^sh u h v e$,SanJuanCoatzospamMixtec_A,,
SanJuanCopalaTriqui-100_thread-1,,SanJuanCopalaTriqui,100_thread,yuhwex³²,yuhwex³²,*y/j *u/u *h/ʔ *w/β *e/e *x/ʃ *³²/⁴³,,hollenbach1992syntactic,,,^y u h w e x ³²$,SanJuanCopalaTriqui,,
SanAndresChicahuaxtla1890Triqui-100_thread-1,,SanAndresChicahuaxtla1890Triqui,100_thread,Ghueheha,ghueheha,g *u/u *e/e *h/ʔ *e/e *h/ʔ *a/a,,belmar1897ensayo,,,^gh u e h e h a$,default,,
SanPedroySanPabloTeposcolula1600Mixtec-100_thread-1,,SanPedroySanPabloTeposcolula1600Mixtec,100_thread,yuhua,yuhua,*y/j *u/u *h/ʔ *u/u *a/a,,alvarado1593vocabulario,,,^y u h u a$,SanPedroySanPabloTeposcolula1600Mixtec,,
SanJuanDiuxiMixtec_B-100_thread-1,,SanJuanDiuxiMixtec_B,100_thread,žú'ʔá,žúʔá,ʒ u ⁵ ʔ a ⁵,,durr1987preliminary,,,^ž ú ʔ á$,SanJuanDiuxiMixtec_B,,
SantaMariaPenolesMixtec-100_thread-1,,SantaMariaPenolesMixtec,100_thread,žúʔá,žúʔá,ʒ u ⁵ ʔ a ⁵,,durr1987preliminary,,,^ž ú ʔ á$,SantaMariaPenolesMixtec,,
SanJuanCoatzospamMixtec_B-100_thread-1,,SanJuanCoatzospamMixtec_B,100_thread,šúʔƀé,šúʔƀé,ʃ u ⁵ ʔ β e ⁵,,durr1987preliminary,,,^š ú ʔ ƀ é$,SanJuanCoatzospamMixtec_B,,
SanEstebanAtatlahucaMixtec_B-100_thread-1,,SanEstebanAtatlahucaMixtec_B,100_thread,žūʔƀà,žūʔƀà,ʒ u ³ ʔ β a ¹,,durr1987preliminary,,,^ž ū ʔ ƀ à$,SanEstebanAtatlahucaMixtec_B,,
SanMiguelElGrandeMixtec_B-100_thread-1,,SanMiguelElGrandeMixtec_B,100_thread,žūʔà,žūʔà,ʒ u ³ ʔ a ¹,,durr1987preliminary,,,^ž ū ʔ à$,SanMiguelElGrandeMixtec_B,,
SantiagoCacaloxtepecMixtec-100_thread-1,,SantiagoCacaloxtepecMixtec,100_thread,žùʔà,žùʔà,ʒ u ¹ ʔ a ¹,,durr1987preliminary,,,^ž ù ʔ à$,SantiagoCacaloxtepecMixtec,,
SanJeronimoXayacatlanMixtec-100_thread-1,,SanJeronimoXayacatlanMixtec,100_thread,yùʔà,yùʔà,*y/j u ¹ ʔ a ¹,,durr1987preliminary,,,^y ù ʔ à$,SanJeronimoXayacatlanMixtec,,
AlacatlatzalaMixtec_C-100_thread-1,,AlacatlatzalaMixtec_C,100_thread,yìʔƀà,yìʔƀà,*y/j i ¹ ʔ β a ¹,,durr1987preliminary,,,^y ì ʔ ƀ à$,default,,
SantaMariaJicaltepecMixtec-100_thread-1,,SantaMariaJicaltepecMixtec,100_thread,yūʔƀā,yūʔƀā,*y/j u ³ ʔ β a ³,,durr1987preliminary,,,^y ū ʔ ƀ ā$,SantaMariaJicaltepecMixtec,,
TlahuapaMixtec-100_thread-1,,TlahuapaMixtec,100_thread,yù'và,yù'và,*y/j u ¹ ʔ β a ¹,,oxnard2020,,,^y ù ' v à$,TlahuapaMixtec,,
PiedraAzulMixtec-100_thread-1,,PiedraAzulMixtec,100_thread,yi'và,yi'và,*y/j *i/i ʔ β a ¹,,oxnard2020,,,^y i ' v à$,default,,
SanMarcoslaFlorMixtec-100_thread-1,,SanMarcoslaFlorMixtec,100_thread,yi'và,yi'và,*y/j *i/i ʔ β a ¹,,oxnard2020,,,^y i ' v à$,SanMarcoslaFlorMixtec,,
SanSebastianMonteMixtec_A-100_thread-1,,SanSebastianMonteMixtec_A,100_thread,yìvà,yìvà,*y/j i ¹ β a ¹,,oxnard2020,,,^y ì v à$,SanSebastianMonteMixtec_A,,
LaBateaMixtec-100_thread-1,,LaBateaMixtec,100_thread,yù'à,yù'à,*y/j u ¹ ʔ a ¹,,oxnard2020,,,^y ù ' à$,default,,
SanAgustinChayucoMixtec-100_thread-1,,SanAgustinChayucoMixtec,100_thread,yuhva,yuhva,*y/j *u/u *h/ʔ β *a/a,,pensinger1974diccionario,,,^y u h v a$,default,,
SanJuanColoradoMixtec_A-100_thread-1,,SanJuanColoradoMixtec_A,100_thread,yùhvà,yùhvà,*y/j u ¹ *h/ʔ β a ¹,,stark1986diccionario,,,^y ù h v à$,SanJuanColoradoMixtec_A,,
MagdalenaPenascoMixtec-100_thread-1,,MagdalenaPenascoMixtec,100_thread,yu'và,yu'và,*y/j *u/u ʔ β a ¹,,hollenbach2017diccionario,,,^y u ' v à$,default,,
SanEstebanAtatlahucaMixtec_A-100_thread-1,,SanEstebanAtatlahucaMixtec_A,100_thread,yuhvā,yuhvā,*y/j *u/u *h/ʔ β a ³,,alexander1980gramatica,,,^y u h v ā$,SanEstebanAtatlahucaMixtec_A,,
SantaMariaPapaloCuicatec-100_thread-1,,SantaMariaPapaloCuicatec,100_thread,hi²lu⁴,hi²lu⁴,*h/ʔ *i/i *²/³ l *u/u *⁴/²,,anderson1983diccionario,,,^h i ² l u ⁴$,SantaMariaPapaloCuicatec,,
Proto-Mixtec-100_thread-1,,Proto-Mixtec,100_thread,jùʔwè,jùʔwè,*j/h u ¹ ʔ *w/β e ¹,,swanton2020observaciones,,,^j ù ʔ w è$,default,,
AlcozaucaGuerreroMixtec-100_thread-1,,AlcozaucaGuerreroMixtec,100_thread,i¹ʔba¹,i¹ʔba¹,*i/i *¹/¹ ʔ *b/β *a/a *¹/¹,,swanton2020observaciones,,,^i ¹ ʔ b a ¹$,default,,
SantaMariaZacatepecMixtec-100_thread-1,,SantaMariaZacatepecMixtec,100_thread,ju²ʔba²¹,ju²ʔba²¹,*j/h *u/u *²/³ ʔ *b/β *a/a *²¹/³¹,,swanton2020observaciones,,,^j u ² ʔ b a ²¹$,SantaMariaZacatepecMixtec,,
ChalcatongoHidalgoMixtec_B-100_thread-1,,ChalcatongoHidalgoMixtec_B,100_thread,ju²ʔa¹,ju²ʔa¹,*j/h *u/u *²/³ ʔ *a/a *¹/¹,,swanton2020observaciones,,,^j u ² ʔ a ¹$,default,,
YucuquimiOcampoMixtec-100_thread-1,,YucuquimiOcampoMixtec,100_thread,jo¹ʔo¹,jo¹ʔo¹,*j/h *o/o *¹/¹ ʔ *o/o *¹/¹,,swanton2020observaciones,,,^j o ¹ ʔ o ¹$,YucuquimiOcampoMixtec,,
SanAndresChicahuaxtlaTriqui_A-100_thread-1,,SanAndresChicahuaxtlaTriqui_A,100_thread,'uej³e,'uej³e,ʔ *u/u *e/e *j/h *³/⁴ *e/e,,good1978diccionario,,,^ ' u e j ³ e$,default,,
ElJicaralMixtec-100_thread-1,,ElJicaralMixtec,100_thread,yu̠'va̠,yu̠'va̠,*y/j *u̠/u ¹ ʔ β *a̠/a ¹,,Emily John-Martin,,,^y u̠ ' v a̠$,default,,
SantaMariaAcatepecMixtec-100_thread-1,,SantaMariaAcatepecMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,SantaMariaAcatepecMixtec,,
SanMiguelAchiutlaMixtec-100_thread-1,,SanMiguelAchiutlaMixtec,100_thread,žuʔƀa,žuʔƀa,ʒ *u/u ʔ β *a/a,,josserand1983mixtec,,,^ž u ʔ ƀ a$,SanMiguelAchiutlaMixtec,,
SantaCatarinaAdequezMixtec-100_thread-1,,SantaCatarinaAdequezMixtec,100_thread,žuʔa,žuʔa,ʒ *u/u ʔ *a/a,,josserand1983mixtec,,,^ž u ʔ a$,SantaCatarinaAdequezMixtec,,
SanMiguelAhuehuetitlanMixtec-100_thread-1,,SanMiguelAhuehuetitlanMixtec,100_thread,žiʔƀa,žiʔƀa,ʒ *i/i ʔ β *a/a,,josserand1983mixtec,,,^ž i ʔ ƀ a$,SanMiguelAhuehuetitlanMixtec,,
AlacatlatzalaMixtec_C-100_thread-2,,AlacatlatzalaMixtec_C,100_thread,yìʔwa,yìʔwa,*y/j i ¹ ʔ *w/β *a/a,,josserand1983mixtec,,,^y ì ʔ w a$,default,,
AlacatlatzalaMixtec_C-100_thread-3,,AlacatlatzalaMixtec_C,100_thread,ìʔwa,ìʔwa,i ¹ ʔ *w/β *a/a,,josserand1983mixtec,,,^ì ʔ w a$,default,,
AlcozaucaGuerreroMixtec-100_thread-2,,AlcozaucaGuerreroMixtec,100_thread,iʔwa,iʔwa,*i/i ʔ *w/β *a/a,,josserand1983mixtec,,,^i ʔ w a$,default,,
SanMiguelAmatitlanMixtec-100_thread-1,,SanMiguelAmatitlanMixtec,100_thread,žoʔo,žoʔo,ʒ *o/o ʔ *o/o,,josserand1983mixtec,,,^ž o ʔ o$,SanMiguelAmatitlanMixtec,,
SantaMariaApazcoMixtec-100_thread-1,,SantaMariaApazcoMixtec,100_thread,žuʔwa,žuʔwa,ʒ *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ž u ʔ w a$,SantaMariaApazcoMixtec,,
SantiagoApoalaMixtec-100_thread-1,,SantiagoApoalaMixtec,100_thread,žuʔwa,žuʔwa,ʒ *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ž u ʔ w a$,SantiagoApoalaMixtec,,
SanEstebanAtatlahucaMixtec_B-100_thread-2,,SanEstebanAtatlahucaMixtec_B,100_thread,žuʔwā,žuʔwā,ʒ *u/u ʔ *w/β a ³,,josserand1983mixtec,,,^ž u ʔ w ā$,SanEstebanAtatlahucaMixtec_B,,
SanAgustinAtenangoMixtec-100_thread-1,,SanAgustinAtenangoMixtec,100_thread,žaʔa,žaʔa,ʒ *a/a ʔ *a/a,,josserand1983mixtec,,,^ž a ʔ a$,default,,
SanPedroAtoyacMixtec-100_thread-1,,SanPedroAtoyacMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,SanPedroAtoyacMixtec,,
AyutlalosLibresMixtec_B-100_thread-1,,AyutlalosLibresMixtec_B,100_thread,yuʔƀa,yuʔƀa,*y/j *u/u ʔ β *a/a,,josserand1983mixtec,,,^y u ʔ ƀ a$,default,,
SantaCruzBravoMixtec-100_thread-1,,SantaCruzBravoMixtec,100_thread,yiʔwa,yiʔwa,*y/j *i/i ʔ *w/β *a/a,,josserand1983mixtec,,,^y i ʔ w a$,SantaCruzBravoMixtec,,
SantiagoCacaloxtepecMixtec-100_thread-2,,SantiagoCacaloxtepecMixtec,100_thread,žüa(ʔa),žüaʔa,ʒ *ü/ʉ *a/a ʔ *a/a,,josserand1983mixtec,,,^ž ü a ʔ a$,SantiagoCacaloxtepecMixtec,,
CahuatacheMixtec-100_thread-1,,CahuatacheMixtec,100_thread,yiʔwa,yiʔwa,*y/j *i/i ʔ *w/β *a/a,,josserand1983mixtec,,,^y i ʔ w a$,default,,
ChalcatongoHidalgoMixtec_B-100_thread-2,,ChalcatongoHidalgoMixtec_B,100_thread,žuʔa,žuʔa,ʒ *u/u ʔ *a/a,,josserand1983mixtec,,,^ž u ʔ a$,default,,
SanAgustinChayucoMixtec-100_thread-2,,SanAgustinChayucoMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,default,,
SanPedroChayucoMixtec-100_thread-1,,SanPedroChayucoMixtec,100_thread,žuʔƀa,žuʔƀa,ʒ *u/u ʔ β *a/a,,josserand1983mixtec,,,^ž u ʔ ƀ a$,SanPedroChayucoMixtec,,
SantiagoChazumbaMixtec-100_thread-1,,SantiagoChazumbaMixtec,100_thread,yuʔa,yuʔa,*y/j *u/u ʔ *a/a,,josserand1983mixtec,,,^y u ʔ a$,SantiagoChazumbaMixtec,,
SanMiguelChicahuaMixtec-100_thread-1,,SanMiguelChicahuaMixtec,100_thread,žuʔwa,žuʔwa,ʒ *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ž u ʔ w a$,SanMiguelChicahuaMixtec,,
ChigmecatitlanMixtec-100_thread-1,,ChigmecatitlanMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,default,,
SanJuanCoatzospamMixtec_B-100_thread-2,,SanJuanCoatzospamMixtec_B,100_thread,šuʔƀe,šuʔƀe,ʃ *u/u ʔ β *e/e,,josserand1983mixtec,,,^š u ʔ ƀ e$,SanJuanCoatzospamMixtec_B,,
CoicoyanlasFloresMixtec-100_thread-1,,CoicoyanlasFloresMixtec,100_thread,yùʔƀà,yùʔƀà,*y/j u ¹ ʔ β a ¹,,josserand1983mixtec,,,^y ù ʔ ƀ à$,default,,
SanJuanColoradoMixtec_B-100_thread-1,,SanJuanColoradoMixtec_B,100_thread,yuʔƀa,yuʔƀa,*y/j *u/u ʔ β *a/a,,josserand1983mixtec,,,^y u ʔ ƀ a$,SanJuanColoradoMixtec_B,,
CosoltepecMixtec-100_thread-1,,CosoltepecMixtec,100_thread,yuʔa,yuʔa,*y/j *u/u ʔ *a/a,,josserand1983mixtec,,,^y u ʔ a$,default,,
SanPedroCoxcaltepecCantarosMixtec-100_thread-1,,SanPedroCoxcaltepecCantarosMixtec,100_thread,žuʔa,žuʔa,ʒ *u/u ʔ *a/a,,josserand1983mixtec,,,^ž u ʔ a$,SanPedroCoxcaltepecCantarosMixtec,,
SanCristobalJamiltepecMixtec-100_thread-1,,SanCristobalJamiltepecMixtec,100_thread,žuʔƀa,žuʔƀa,ʒ *u/u ʔ β *a/a,,josserand1983mixtec,,,^ž u ʔ ƀ a$,SanCristobalJamiltepecMixtec,,
CuatzoquitengoMixtec-100_thread-1,,CuatzoquitengoMixtec,100_thread,iʔwa,iʔwa,*i/i ʔ *w/β *a/a,,josserand1983mixtec,,,^i ʔ w a$,default,,
SantaAnaCuauhtemocMixtec-100_thread-1,,SantaAnaCuauhtemocMixtec,100_thread,yuʔwe,yuʔwe,*y/j *u/u ʔ *w/β *e/e,,josserand1983mixtec,,,^y u ʔ w e$,SantaAnaCuauhtemocMixtec,,
CuilapamGuerreroMixtec-100_thread-1,,CuilapamGuerreroMixtec,100_thread,ilɨ,ilɨ,*i/i l *ɨ/ɨ,,josserand1983mixtec,,,^i l ɨ$,default,,
CuyamecalcoVillaZaragozaMixtec-100_thread-1,,CuyamecalcoVillaZaragozaMixtec,100_thread,yuʔwe,yuʔwe,*y/j *u/u ʔ *w/β *e/e,,josserand1983mixtec,,,^y u ʔ w e$,default,,
SanJuanDiuxiMixtec_B-100_thread-2,,SanJuanDiuxiMixtec_B,100_thread,žuʔa,žuʔa,ʒ *u/u ʔ *a/a,,josserand1983mixtec,,,^ž u ʔ a$,SanJuanDiuxiMixtec_B,,
SanMartinDuraznosMixtec_B-100_thread-1,,SanMartinDuraznosMixtec_B,100_thread,žùʔwà,žùʔwà,ʒ u ¹ ʔ *w/β a ¹,,josserand1983mixtec,,,^ž ù ʔ w à$,SanMartinDuraznosMixtec_B,,
SanMartinEstadoMixtec-100_thread-1,,SanMartinEstadoMixtec,100_thread,yeʔƀa,yeʔƀa,*y/j *e/e ʔ β *a/a,,josserand1983mixtec,,,^y e ʔ ƀ a$,SanMartinEstadoMixtec,,
SantaCatarinaEstetlaMixtec-100_thread-1,,SantaCatarinaEstetlaMixtec,100_thread,žuʔa,žuʔa,ʒ *u/u ʔ *a/a,,josserand1983mixtec,,,^ž u ʔ a$,SantaCatarinaEstetlaMixtec,,
SanFranciscolasFloresMixtec-100_thread-1,,SanFranciscolasFloresMixtec,100_thread,ilu,ilu,*i/i l *u/u,,josserand1983mixtec,,,^i l u$,SanFranciscolasFloresMixtec,,
SanMiguelElGrandeMixtec_A-100_thread-1,,SanMiguelElGrandeMixtec_A,100_thread,žuʔā,žuʔā,ʒ *u/u ʔ a ³,,josserand1983mixtec,,,^ž u ʔ ā$,SanMiguelElGrandeMixtec_A,,
GuadalupeVillahermosaMixtec-100_thread-1,,GuadalupeVillahermosaMixtec,100_thread,ilo,ilo,*i/i l *o/o,,josserand1983mixtec,,,^i l o$,default,,
SantaMariaHuazolotitlanMixtec-100_thread-1,,SantaMariaHuazolotitlanMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,SantaMariaHuazolotitlanMixtec,,
SanAntonioHuitepecMixtec-100_thread-1,,SanAntonioHuitepecMixtec,100_thread,žuʔwe,žuʔwe,ʒ *u/u ʔ *w/β *e/e,,josserand1983mixtec,,,^ž u ʔ w e$,SanAntonioHuitepecMixtec,,
SantaCruzItundujiaMixtec-100_thread-1,,SantaCruzItundujiaMixtec,100_thread,yuʔƀe,yuʔƀe,*y/j *u/u ʔ β *e/e,,josserand1983mixtec,,,^y u ʔ ƀ e$,SantaCruzItundujiaMixtec,,
IxpantepecNievesMixtec-100_thread-1,,IxpantepecNievesMixtec,100_thread,žiʔa,žiʔa,ʒ *i/i ʔ *a/a,,josserand1983mixtec,,,^ž i ʔ a$,default,,
SantiagoIxtayutlaMixtec-100_thread-1,,SantiagoIxtayutlaMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,SantiagoIxtayutlaMixtec,,
SantiagoIxtaltepecMixtec-100_thread-1,,SantiagoIxtaltepecMixtec,100_thread,žuʔwa,žuʔwa,ʒ *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ž u ʔ w a$,SantiagoIxtaltepecMixtec,,
SanMiguelIxtapamMixtec-100_thread-1,,SanMiguelIxtapamMixtec,100_thread,žua,žua,ʒ *u/u *a/a,,josserand1983mixtec,,,^ž u a$,SanMiguelIxtapamMixtec,,
SantiagoJamiltepecMixtec-100_thread-2,,SantiagoJamiltepecMixtec,100_thread,yuʔƀa,yuʔƀa,*y/j *u/u ʔ β *a/a,,josserand1983mixtec,,,^y u ʔ ƀ a$,SantiagoJamiltepecMixtec,,
SanFranciscoJaltepetongoMixtec-100_thread-1,,SanFranciscoJaltepetongoMixtec,100_thread,žuʔa,žuʔa,ʒ *u/u ʔ *a/a,,josserand1983mixtec,,,^ž u ʔ a$,SanFranciscoJaltepetongoMixtec,,
SantaMariaJicaltepecMixtec-100_thread-2,,SantaMariaJicaltepecMixtec,100_thread,yuʔƀa,yuʔƀa,*y/j *u/u ʔ β *a/a,,josserand1983mixtec,,,^y u ʔ ƀ a$,SantaMariaJicaltepecMixtec,,
SanPedroJicayanMixtec-100_thread-1,,SanPedroJicayanMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,SanPedroJicayanMixtec,,
SanPedroJocotipacMixtec-100_thread-1,,SanPedroJocotipacMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,SanPedroJocotipacMixtec,,
SantiagoJuxtlahuacaMixtec-100_thread-1,,SantiagoJuxtlahuacaMixtec,100_thread,žuʔƀa,žuʔƀa,ʒ *u/u ʔ β *a/a,,josserand1983mixtec,,,^ž u ʔ ƀ a$,SantiagoJuxtlahuacaMixtec,,
SanLorenzoMixtec-100_thread-1,,SanLorenzoMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,SanLorenzoMixtec,,
SantaCatarinaMechoacanMixtec-100_thread-1,,SantaCatarinaMechoacanMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,SantaCatarinaMechoacanMixtec,,
ElRosarioMicaltepecMixtec-100_thread-1,,ElRosarioMicaltepecMixtec,100_thread,žua,žua,ʒ *u/u *a/a,,josserand1983mixtec,,,^ž u a$,default,,
SanJuanMixtepecMixtec-100_thread-1,,SanJuanMixtepecMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,SanJuanMixtepecMixtec,,
SanSebastianMonteMixtec_B-100_thread-1,,SanSebastianMonteMixtec_B,100_thread,žiʔƀa,žiʔƀa,ʒ *i/i ʔ β *a/a,,josserand1983mixtec,,,^ž i ʔ ƀ a$,SanSebastianMonteMixtec_B,,
SantaLuciaMonteverdeMixtec-100_thread-1,,SantaLuciaMonteverdeMixtec,100_thread,yuʔƀa,yuʔƀa,*y/j *u/u ʔ β *a/a,,josserand1983mixtec,,,^y u ʔ ƀ a$,SantaLuciaMonteverdeMixtec,,
SanAgustinMonteLobosMixtec-100_thread-1,,SanAgustinMonteLobosMixtec,100_thread,žuʔa,žuʔa,ʒ *u/u ʔ *a/a,,josserand1983mixtec,,,^ž u ʔ a$,default,,
SanLuisMoreliaMixtec-100_thread-1,,SanLuisMoreliaMixtec,100_thread,žiʔƀa,žiʔƀa,ʒ *i/i ʔ β *a/a,,josserand1983mixtec,,,^ž i ʔ ƀ a$,SanLuisMoreliaMixtec,,
SanAntonioNduayacoMixtec-100_thread-1,,SanAntonioNduayacoMixtec,100_thread,žuʔwa,žuʔwa,ʒ *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ž u ʔ w a$,SanAntonioNduayacoMixtec,,
SanJorgeNuchitaMixtec-100_thread-1,,SanJorgeNuchitaMixtec,100_thread,žeʔƀa,žeʔƀa,ʒ *e/e ʔ β *a/a,,josserand1983mixtec,,,^ž e ʔ ƀ a$,SanJorgeNuchitaMixtec,,
SantaCruzNundacoMixtec-100_thread-1,,SantaCruzNundacoMixtec,100_thread,yuʔ(ƀ)a,yuʔƀa,*y/j *u/u ʔ β *a/a,,josserand1983mixtec,,,^y u ʔ ƀ a$,SantaCruzNundacoMixtec,,
SantiagoNundicheMixtec-100_thread-1,,SantiagoNundicheMixtec,100_thread,žuʔa,žuʔa,ʒ *u/u ʔ *a/a,,josserand1983mixtec,,,^ž u ʔ a$,SantiagoNundicheMixtec,,
SantoDomingoNundoMixtec-100_thread-1,,SantoDomingoNundoMixtec,100_thread,žuʔa,žuʔa,ʒ *u/u ʔ *a/a,,josserand1983mixtec,,,^ž u ʔ a$,SantoDomingoNundoMixtec,,
SantoDomingoNundoMixtec-100_thread-2,,SantoDomingoNundoMixtec,100_thread,šuʔa,šuʔa,ʃ *u/u ʔ *a/a,,josserand1983mixtec,,,^š u ʔ a$,SantoDomingoNundoMixtec,,
SantaMariaNutioMixtec-100_thread-1,,SantaMariaNutioMixtec,100_thread,yuʔƀa,yuʔƀa,*y/j *u/u ʔ β *a/a,,josserand1983mixtec,,,^y u ʔ ƀ a$,SantaMariaNutioMixtec,,
SantoDomingoNuxaaMixtec-100_thread-1,,SantoDomingoNuxaaMixtec,100_thread,žuʔwa,žuʔwa,ʒ *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ž u ʔ w a$,SantoDomingoNuxaaMixtec,,
SanAndresNuxinoMixtec-100_thread-1,,SanAndresNuxinoMixtec,100_thread,žuʔwa,žuʔwa,ʒ *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ž u ʔ w a$,SanAndresNuxinoMixtec,,
SantiagoNuyooMixtec-100_thread-1,,SantiagoNuyooMixtec,100_thread,žūʔƀè,žūʔƀè,ʒ u ³ ʔ β e ¹,,josserand1983mixtec,,,^ž ū ʔ ƀ è$,SantiagoNuyooMixtec,,
SantoTomasOcotepecMixtec-100_thread-1,,SantoTomasOcotepecMixtec,100_thread,žūʔà,žūʔà,ʒ u ³ ʔ a ¹,,josserand1983mixtec,,,^ž ū ʔ à$,SantoTomasOcotepecMixtec,,
SanMateoPenascoMixtec-100_thread-1,,SanMateoPenascoMixtec,100_thread,žuʔƀa,žuʔƀa,ʒ *u/u ʔ β *a/a,,josserand1983mixtec,,,^ž u ʔ ƀ a$,SanMateoPenascoMixtec,,
SantaMariaPenolesMixtec-100_thread-2,,SantaMariaPenolesMixtec,100_thread,žúʔá,žúʔá,ʒ u ⁵ ʔ a ⁵,,josserand1983mixtec,,,^ž ú ʔ á$,SantaMariaPenolesMixtec,,
SanMiguelPiedrasMixtec-100_thread-1,,SanMiguelPiedrasMixtec,100_thread,žuʔwe,žuʔwe,ʒ *u/u ʔ *w/β *e/e,,josserand1983mixtec,,,^ž u ʔ w e$,SanMiguelPiedrasMixtec,,
SantiagoPinotepaNacionalMixtec-100_thread-1,,SantiagoPinotepaNacionalMixtec,100_thread,yuʔa,yuʔa,*y/j *u/u ʔ *a/a,,josserand1983mixtec,,,^y u ʔ a$,SantiagoPinotepaNacionalMixtec,,
PinotepaDonLuisMixtec-100_thread-1,,PinotepaDonLuisMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,default,,
SanMiguelProgresoMixtec-100_thread-1,,SanMiguelProgresoMixtec,100_thread,žoʔƀe,žoʔƀe,ʒ *o/o ʔ β *e/e,,josserand1983mixtec,,,^ž o ʔ ƀ e$,SanMiguelProgresoMixtec,,
SanJeronimoProgresoMixtec_B-100_thread-1,,SanJeronimoProgresoMixtec_B,100_thread,žaʔƀa,žaʔƀa,ʒ *a/a ʔ β *a/a,,josserand1983mixtec,,,^ž a ʔ ƀ a$,SanJeronimoProgresoMixtec_B,,
Proto-Mixtec-100_thread-2,,Proto-Mixtec,100_thread,yuʔwe,yuʔwe,*y/j *u/u ʔ *w/β *e/e,,josserand1983mixtec,,,^y u ʔ w e$,default,,
SantosReyesTepejilloMixtec-100_thread-1,,SantosReyesTepejilloMixtec,100_thread,žuʔƀa,žuʔƀa,ʒ *u/u ʔ β *a/a,,josserand1983mixtec,,,^ž u ʔ ƀ a$,SantosReyesTepejilloMixtec,,
SanFranciscoSayultepecMixtec-100_thread-1,,SanFranciscoSayultepecMixtec,100_thread,yuʔwa,yuʔwa,*y/j *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^y u ʔ w a$,SanFranciscoSayultepecMixtec,,
SanMateoSindihuiMixtec-100_thread-1,,SanMateoSindihuiMixtec,100_thread,žuʔwe,žuʔwe,ʒ *u/u ʔ *w/β *e/e,,josserand1983mixtec,,,^ž u ʔ w e$,SanMateoSindihuiMixtec,,
SanJoseSinicahuaMixtec-100_thread-1,,SanJoseSinicahuaMixtec,100_thread,žuʔƀa,žuʔƀa,ʒ *u/u ʔ β *a/a,,josserand1983mixtec,,,^ž u ʔ ƀ a$,SanJoseSinicahuaMixtec,,
SanBartoloSoyaltepecMixtec-100_thread-1,,SanBartoloSoyaltepecMixtec,100_thread,žuʔwa,žuʔwa,ʒ *u/u ʔ *w/β *a/a,,josserand1983mixtec,,,^ž u ʔ w a$,SanBartoloSoyaltepecMixtec,,
SanJuanTamazolaMixtec-100_thread-1,,SanJuanTamazolaMixtec,100_thread,žuʔwe,žuʔwe,ʒ *u/u ʔ *w/β *e/e,,josserand1983mixtec,,,^ž u ʔ w e$,SanJuanTamazolaMixtec,,
