__PK,Language name,Language sub-family,AFFIX (Verb),AFFIX (Lg.),TONE (Verb),TONE (Lg.),STEM (Verb),STEM (Lg.),Citation form,English,Spanish,Transitivity,Stem phonology,Stem alternation,Inflected form (IRR),Inflected form (NEG.IRR),Inflected form (CPL-1),Inflected form (CPL-2),Inflected form (INCPL),Inflected form (Stative),Tone (IRR),Tone (NEG.IRR),Tone (CPL-1) – lexical tone,Tone (CPL-2),Tone (INCPL)
4534,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ka¹ya¹,together (which is dispersed),juntarse (algo que está disperso),intr,Trimoraic,Invariable,nda³-ka¹ya¹,nda¹⁴ka¹ya¹,ni¹-nda³ka¹ya¹,nda¹³ka¹ya¹,nda⁴ka¹ya¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4559,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ka³a⁴,slip,resbalarse,intr,Trimoraic,Invariable,nda³-ka³a⁴,nda¹⁴ka³a⁴,ni¹-nda³ka³a⁴,nda¹³ka³a⁴,nda⁴ka³a⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4424,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ka³na³,convince to come,convencer a venir,tr,Trimoraic,Invariable,nda³-ka³na³,nda¹⁴-ka³na³,ni¹-nda³-ka³na³,nda¹³-ka³na³,nda⁴-ka³na³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4563,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ka³ya²,pick something in lots,recoger algo en gran cantidad,tr,Trimoraic,Invariable,nda³-ka³ya²,nda¹⁴ka³ya²,ni¹-nda³ka³ya²,nda¹³ka³ya²,nda⁴ka³ya²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4422,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-kaʔ¹an¹,speak again,volver a hablar,intr,Trimoraic,Invariable,nda³-kaʔ¹an¹,nda¹⁴-kaʔ¹an¹,ni¹-nda³-kaʔ¹an¹,nda¹³-kaʔ¹an¹,nda⁴-kaʔ¹an¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4560,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-kaʔ³an⁴,remember,recordar,intr,Trimoraic,Invariable,nda³-kaʔ³an⁴,nda¹⁴-kaʔ³an⁴,ni¹-nda³-kaʔ³an⁴,nda¹³-kaʔ³an⁴,nda⁴-kaʔ³an⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4564,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-kaʔ³yu⁴,paint,pintar,tr,Trimoraic,Invariable,nda³-kaʔ³yu⁴,nda¹⁴-kaʔ³yu⁴,ni¹-nda³-kaʔ³yu⁴,nda¹³-kaʔ³yu⁴,nda⁴-kaʔ³yu⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4630,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ki³nde³e⁴,rest,descansar,intr,Quadrimoraic,Invariable,nda³-ki³nde³e⁴,nda¹⁴-ki³nde³e⁴,ni¹-nda³-ki³nde³e⁴,nda¹³-ki³nde³e⁴,nda⁴-ki³nde³e⁴,,3–3–3–4,14–3–3–4,3–3–3–4,13–3–3–4,4–3–3–4
4566,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ki³si³,shake,sacudirse,intr,Trimoraic,Invariable,nda³-ki³si³,nda¹⁴-ki³si³,ni¹-nda³-ki³si³,nda¹³-ki³si³,nda⁴-ki³si³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4457,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-kiʔ³in³,receive,recibir,tr,Trimoraic,Invariable,nda³-kiʔ³in³,nda¹⁴-kiʔ³in³,ni¹-nda³-kiʔ³in³,nda¹³-kiʔ³in³,nda⁴-kiʔ³in³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4433,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ko¹o³,be (there is) again,volver a haber,intr,Trimoraic,Invariable,nda³-ko¹o³,nda¹⁴-ko¹o³,ni¹-nda³-ko¹o³,nda¹³-ko¹o³,nda⁴-ko¹o³,,3–1–3,14–1–3,3–1–3,13–1–3,4–1–3
4431,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ko³ko³,catch fire,prenderse una fogata,intr,Trimoraic,Invariable,nda³-ko³ko³,nda¹⁴-ko³ko³,ni¹-nda³-ko³ko³,nda¹³-ko³ko³,nda⁴-ko³ko³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4568,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ko³to³,make religous offer,poner ofrenda a,dtr,Trimoraic,Invariable,nda³-ko³to³,nda¹⁴-ko³to³,ni¹-nda³-ko³to³,nda¹³-ko³to³,nda⁴-ko³to³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4438,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-kwi¹in¹,gather,congregar,intr,Trimoraic,Invariable,nda³-kwi¹in¹,nda¹⁴-kwi¹in¹,ni¹-nda³-kwi¹in¹,nda¹³-kwi¹in¹,nda⁴-kwi¹in¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4440,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-kwi¹kun¹,sprout,retoñar,intr,Trimoraic,Invariable,nda³-kwi¹kun¹,nda¹⁴-kwi¹kun¹,ni¹-nda³-kwi¹kun¹,nda¹³-kwi¹kun¹,nda⁴-kwi¹kun¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4458,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-kwi³so³,receive,recibir,tr,Trimoraic,Invariable,nda³-kwi³so³,nda¹⁴-kwi³so³,ni¹-nda³-kwi³so³,nda¹³-kwi³so³,nda⁴-kwi³so³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4571,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,"nda³-kwi³so³, ndi³-kwi³so³",collect,recoger,intr,Trimoraic,Invariable,nda³-kwi³so³,nda¹⁴-kwi³so³,ni¹-nda³-kwi³so³,nda¹³-kwi³so³,nda⁴-kwi³so³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4535,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-na¹ma³,get changed,cambiarse,intr,Trimoraic,Invariable,nda³-na¹ma³,nda¹⁴-na¹ma³,ni¹-nda³-na¹ma³,nda¹³-na¹ma³,nda⁴-na¹ma³,,3–1–3,14–1–3,3–1–3,13–1–3,4–1–3
4441,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-naʔ¹a¹,mimic,imitar,tr,Trimoraic,Invariable,nda³-naʔ¹a¹,nda¹⁴-naʔ¹a¹,ni¹-nda³naʔ¹a¹,nda¹³naʔ¹a¹,nda⁴naʔ¹a¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4590,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ndi³ko⁴,come back,volver,intr,Trimoraic,Invariable,nda³-ndi³ko⁴,nda¹⁴-ndi³ko⁴,ni¹-nda³-ndi³ko⁴,nda¹³-ndi³ko⁴,nda⁴-ndi³ko⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4447,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ndu³chi³,peel,pelarse,intr,Trimoraic,Invariable,nda³-ndu³chi³,nda¹⁴-ndu³chi³,ni¹-nda³-ndu³chi³,nda¹³-ndu³chi³,nda⁴-ndu³chi³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4448,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ndu³chi³,for dry skin to get off,descamarse,intr,Trimoraic,Invariable,nda³-ndu³chi³,nda¹⁴-ndu³chi³,ni¹-nda³-ndu³chi³,nda¹³-ndu³chi³,nda⁴-ndu³chi³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4449,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ndu³ku⁴/ndu³ku⁴,look for,buscar,tr,Trimoraic,Invariable,nda³-ndu³ku⁴,nda¹⁴-ndu³ku⁴,ni¹-nda³-ndu³ku⁴,nda¹³-ndu³ku⁴,nda⁴-ndu³ku⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4528,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-nu¹na⁴,reopen,volver a abrir,intr,Trimoraic,Invariable,nda³-nu¹na⁴,nda¹⁴-nu¹na⁴,ni¹-nda³-nu¹na⁴,nda¹³-nu¹na⁴,nda⁴-nu¹na⁴,,3–1–4,14–1–4,3–1–4,13–1–4,4–1–4
4576,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-sa¹a⁴,get warm in the sun,calentarse al sol,intr,Trimoraic,Invariable,nda³-sa¹a⁴,nda¹⁴-sa¹a⁴,ni¹-nda³-sa¹a⁴,nda¹³-sa¹a⁴,nda⁴-sa¹a⁴,,3–1–4,14–1–4,3–1–4,13–1–4,4–1–4
4536,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-sa¹ka¹,mix,revolverse,intr,Trimoraic,Invariable,nda³-sa¹ka¹,nda¹⁴-sa¹ka¹,ni¹-nda³-sa¹ka¹,nda¹³-sa¹ka¹,nda⁴-sa¹ka¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4577,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-sa³ka⁴,stir,revolver,tr,Trimoraic,Invariable,nda³-sa³ka⁴,nda¹⁴-sa³ka⁴,ni¹-nda³-sa³ka⁴,nda¹³-sa³ka⁴,nda⁴-sa³ka⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4452,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ta³ba⁴,draw,dibujar,tr,Trimoraic,Invariable,nda³-ta³ba⁴,nda¹⁴-ta³ba⁴,ni¹-nda³-ta³ba⁴,nda¹³-ta³ba⁴,nda⁴-ta³ba⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4579,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ta³ka²,congregate,congregarse,intr,Trimoraic,Invariable,nda³-ta³ka²,nda¹⁴-ta³ka²,ni¹-nda³-ta³ka²,nda¹³-ta³ka²,nda⁴-ta³ka²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4580,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ta³ku²,revive (on its own),revivir (solo),intr,Trimoraic,Invariable,nda³-ta³ku²,nda¹⁴-ta³ku²,ni¹-nda³-ta³ku²,nda¹³-ta³ku²,nda⁴-ta³ku²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4537,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-taʔ¹bi⁴,distribute,repartirse,intr,Trimoraic,Invariable,nda³-taʔ¹bi⁴,nda¹⁴-taʔ¹bi⁴,ni¹-nda³-taʔ¹bi⁴,nda¹³-taʔ¹bi⁴,nda⁴-taʔ¹bi⁴,,3–1–4,14–1–4,3–1–4,13–1–4,4–1–4
4578,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-taʔ³bi⁴,distribute,repartir,tr,Trimoraic,Invariable,nda³-taʔ³bi⁴,nda¹⁴-taʔ³bi⁴,ni¹-nda³-taʔ³bi⁴,nda¹³-taʔ³bi⁴,nda⁴-taʔ³bi⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4582,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ti¹in³,get stuck fom a fall,atorarse en caida,intr,Trimoraic,Invariable,nda³-ti¹in³,nda¹⁴-ti¹in³,ni¹-nda³-ti¹in³,nda¹³-ti¹in³,nda⁴-ti¹in³,,3–1–3,14–1–3,3–1–3,13–1–3,4–1–3
4583,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ti³in³,catch,cachar,tr,Trimoraic,Invariable,nda³-ti³in³,nda¹⁴-ti³in³,ni¹-nda³-ti³in³,nda¹³-ti³in³,nda⁴-ti³in³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4453,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-tiʔ³bi³,lick,lamer,tr,Trimoraic,Invariable,nda³-tiʔ³bi³,nda¹⁴-tiʔ³bi³,ni¹-nda³-tiʔ³bi³,nda¹³-tiʔ³bi³,nda⁴-tiʔ³bi³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4585,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-tu¹u³,be discovered,ser descubierto,intr,Trimoraic,Invariable,nda³-tu¹u³,nda¹⁴-tu¹u³,ni¹-nda³-tu¹u³,nda¹³-tu¹u³,nda⁴-tu¹u³,,3–1–3,14–1–3,3–1–3,13–1–3,4–1–3
4538,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-tu¹u⁴,be rolled up,enrollarse,intr,Trimoraic,Invariable,nda³-tu¹u⁴,nda¹⁴-tu¹u⁴,ni¹-nda³-tu¹u⁴,nda¹³-tu¹u⁴,nda⁴-tu¹u⁴,,3–1–4,14–1–4,3–1–4,13–1–4,4–1–4
4586,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-tu³u⁴,roll,enrollar,tr,Trimoraic,Invariable,nda³-tu³u⁴,nda¹⁴tu³u⁴,ni¹-nda³tu³u⁴,nda¹³tu³u⁴,nda⁴tu³u⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4459,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-xa²a²,come back to live,llegar de regreso para residir,intr,Trimoraic,Invariable,nda³-xa²a²,nda¹⁴-xa²a²,ni¹-nda³-xa²a²,nda¹³-xa²a²,nda⁴-xa²a²,,3–2–2,14–2–2,3–2–2,13–2–2,4–2–2
4587,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-xa³a³,turn around,voltear,intr,Trimoraic,Invariable,nda³-xa³a³,nda¹⁴-xa³a³,ni¹-nda³-xa³a³,nda¹³-xa³a,nda⁴-xa³a³,,3–3–3,14–3–3,3–3–3,13–3–,4–3–3
4636,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-xi³koʔ⁴ni³,turn over,voltear,tr,Quadrimoraic,Invariable,nda³-xi³koʔ⁴ni³,nda¹⁴-xi³koʔ⁴ni³,ni¹-nda³-xi³koʔ⁴ni³,nda¹³-xi³koʔ⁴ni³,nda⁴-xi³koʔ⁴ni³,,3–3–4–3,14–3–4–3,3–3–4–3,13–3–4–3,4–3–4–3
4455,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-xi⁴ta³,rub some muscle pain,sobar una descompostura,tr,Trimoraic,Invariable,nda³-xi⁴ta³,nda¹⁴-xi⁴ta³,ni¹-nda³-xi⁴ta³,nda¹³-xi⁴ta³,nda⁴-xi⁴ta³,,3–4–3,14–4–3,3–4–3,13–4–3,4–4–3
4456,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-ya¹⁴kun²,scrape,raspar,tr,Trimoraic,Invariable,nda³-ya¹⁴kun²,nda¹⁴-ya¹⁴kun²,ni¹-nda³-ya¹⁴kun²,nda¹³-ya¹⁴kun²,nda⁴-ya¹⁴kun²,,3–14–2,14–14–2,3–14–2,13–14–2,4–14–2
4589,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³-yeʔ³e²,shine,brillar,intr,Trimoraic,Invariable,nda³-yeʔ³e²,nda¹⁴-yeʔ³e²,ni¹-nda³-yeʔ³e²,nda¹³-yeʔ³e²,nda⁴-yeʔ³e²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4177,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³a³,go up,subir,intr,Bimoraic,Invariable,nda³a³,nda¹⁴a³,ni¹-nda³a³,nda¹³a³,nda⁴a⁴,,3–3,14–3,3–3,13–3,4–4
4179,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ba³,fall,caer,intr,Bimoraic,Invariable,nda³ba³,nda¹⁴ba³,ni¹-nda³ba³,nda¹³ba³,nda⁴ba³,,3–3,14–3,3–3,13–3,4–3
4555,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³chi³i⁴,pick up small things,recoger cosas pequeñas,tr,Trimoraic,Invariable,nda³chi³i⁴,nda¹⁴chi³i⁴,ni¹-nda³chi³i⁴,nda¹³chi³i⁴,nda⁴chi³i⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4180,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³chi⁴,fly,volar,intr,Bimoraic,Invariable,nda³chi⁴,nda¹⁴chi⁴,ni¹-nda³chi⁴,nda¹³chi⁴,nda⁴chi⁴,,3–4,14–4,3–4,13–4,4–4
4557,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³i³chi²,dry,secarse,intr,Trimoraic,Invariable,nda³i³chi²,nda¹⁴i³chi²,ni¹-nda³i³chi²,nda¹³i³chi²,nda⁴i³chi²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4421,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³i³ni²,satisfy,satisfacerse,intr,Trimoraic,Invariable,nda³i³ni²,nda¹⁴i³ni²,ni¹-nda³i³ni²,nda¹³i³ni²,nda⁴i³ni²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4558,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ka¹a¹,stretch,estirarse,intr,Trimoraic,Invariable,nda³ka¹a¹,nda¹⁴ka¹a¹,ni¹-nda³ka¹a¹,nda¹³ka¹a¹,nda⁴ka¹a¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4635,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ka¹tuʔ⁴un⁴,ask,preguntar,tr,Quadrimoraic,Invariable,nda³ka¹tuʔ⁴un⁴,nda¹⁴ka¹tuʔ⁴un⁴,ni¹-nda³ka¹tuʔ⁴un⁴,nda¹³ka¹tuʔ⁴un⁴,nda⁴ka¹tuʔ⁴un⁴,,3–1–4–4,14–1–4–4,3–1–4–4,13–1–4–4,4–1–4–4
4429,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ka¹xin³,choose,escoger,tr,Trimoraic,Invariable,nda³ka¹xin³,nda¹⁴ka¹xin³,ni¹-nda³ka¹xin³,nda¹³ka¹xin³,nda⁴ka¹xin³,,3–1–3,14–1–3,3–1–3,13–1–3,4–1–3
4561,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ka³ba³,fall,caerse,intr,Trimoraic,Invariable,nda³ka³ba³,nda¹⁴ka³ba³,ni¹-nda³ka³ba³,nda¹³ka³ba³,nda⁴ka³ba³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4423,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ka³ka³,spur on,arrear,tr,Trimoraic,Invariable,nda³ka³ka³,nda¹⁴ka³ka³,ni¹-nda³ka³ka³,nda¹³ka³ka³,nda⁴ka³ka³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4425,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ka³ni²,disentangle,desenredar,tr,Trimoraic,Invariable,nda³ka³ni²,nda¹⁴ka³ni²,ni¹-nda³ka³ni²,nda¹³ka³ni²,nda⁴ka³ni²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4629,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ka³ni³ni²,think,pensar,intr,Quadrimoraic,Invariable,nda³ka³ni³ni²,nda¹⁴ka³ni³ni²,ni¹-nda³ka³ni³ni²,nda¹³ka³ni³ni²,nda⁴ka³ni³ni²,,3–3–3–2,14–3–3–2,3–3–3–2,13–3–3–2,4–3–3–2
4426,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ka³ta³,wash,lavar,tr,Trimoraic,Invariable,nda³ka³ta³,nda¹⁴ka³ta³,ni¹-nda³ka³ta³,nda¹³ka³ta³,nda⁴ka³ta³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4674,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ka³ti¹in¹,catch fire,prenderse,intr,Quadrimoraic,Invariable,nda³ka³ti¹in¹,nda¹⁴ka¹ti¹in¹,ni¹-nda³ka¹ti¹in¹,nda¹³ka¹ti¹in¹,nda⁴ka¹ti¹in¹,,3–3–1–1,14–1–1–1,3–1–1–1,13–1–1–1,4–1–1–1
4427,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ka³ti³,clean a well of dirty water,limpiar un pozo del agua sucia,tr,Trimoraic,Invariable,nda³ka³ti³,nda¹⁴ka³ti³,ni¹-nda³ka³ti³,nda¹³ka³ti³,nda⁴ka³ti³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4428,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ka⁴tun⁴,add,añadir,tr,Trimoraic,Invariable,nda³ka⁴tun⁴,nda¹⁴ka⁴tun⁴,ni¹-nda³ka⁴tun⁴,nda¹³ka⁴tun⁴,nda⁴ka⁴tun⁴,,3–4–4,14–4–4,3–4–4,13–4–4,4–4–4
4562,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³kaʔ¹nu¹,fold,doblar,tr,Trimoraic,Invariable,nda³kaʔ¹nu¹,nda¹⁴kaʔ¹nu¹,ni¹-nda³kaʔ¹nu¹,nda¹³kaʔ¹nu¹,nda⁴kaʔ¹nu¹,,3–1–1,14–1–1,3–1–1,13–1–1,4–1–1
4565,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ke³e⁴,stretch,estirarse,intr,Trimoraic,Invariable,nda³ke³e⁴,nda¹⁴ke³e⁴,ni¹-nda³ke³e⁴null,nda¹³ke³e⁴null,nda⁴ke³e⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4430,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³keʔ³e⁴,look over,revisar,tr,Trimoraic,Invariable,nda³keʔ³e⁴,nda¹⁴keʔ³e⁴,ni¹-nda³keʔ³e⁴,nda¹³keʔ³e⁴,nda⁴keʔ³e⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4181,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³kin²,sharpen,afilar,tr,Bimoraic,Invariable,nda³kin²,nda¹⁴kin²,ni¹-nda³kin²,nda¹³kin²,nda⁴kin²,,3–2,14–2,3–2,13–2,4–2
4533,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ko¹so⁴,register,inscribirse,intr,Trimoraic,Invariable,nda³ko¹so⁴,nda¹⁴ko¹so⁴,ni¹-nda³ko¹so⁴,nda¹³ko¹so⁴,nda⁴ko¹so⁴,,3–1–4,14–1–4,3–1–4,13–1–4,4–1–4
4182,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ko⁴,grind (on a grinding stone),moler en metate,tr,Bimoraic,Invariable,nda³ko⁴,nda¹⁴ko⁴,ni¹-nda³ko⁴,nda¹³ko⁴,nda⁴ko⁴,,3–4,14–4,3–4,13–4,4–4
4432,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³koʔ³ma⁴,close (mouth),cerrar la boca,tr,Trimoraic,Invariable,nda³koʔ³ma⁴,nda¹⁴koʔ³ma⁴,ni¹-nda³koʔ³ma⁴,nda¹³koʔ³ma⁴,nda⁴koʔ³ma⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4183,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ku³,inherit traits,heredar rasgos,intr,Bimoraic,Invariable,nda³ku³,nda¹⁴ku³,ni¹-nda³ku³,nda¹³ku³,nda⁴ku³,,3–3,14–3,3–3,13–3,4–3
4434,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³ku³ni²,find,encontrar,tr,Trimoraic,Invariable,nda³ku³ni²,nda¹⁴ku³ni²,ni¹-nda³ku³ni²,nda¹³ku³ni²,nda⁴ku³ni²,,3–3–2,14–3–2,3–3–2,13–3–2,4–3–2
4569,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³kuʔ¹un³,be conceived,ser concebido,intr,Trimoraic,Invariable,nda³kuʔ¹un³,nda¹⁴kuʔ¹un³,ni¹-nda³kuʔ¹un³,nda¹³kuʔ¹un³,nda⁴kuʔ¹un³,,3–1–3,14–1–3,3–1–3,13–1–3,4–1–3
4435,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³kuʔ³u⁴,straighten,alisar,tr,Trimoraic,Invariable,nda³kuʔ³u⁴,nda¹⁴kuʔ³u⁴,ni¹-nda³kuʔ³u⁴,nda¹³kuʔ³u⁴,nda⁴kuʔ³u⁴,,3–3–4,14–3–4,3–3–4,13–3–4,4–3–4
4437,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³kwa³tu³,pray,rezar,intr,Trimoraic,Invariable,nda³kwa³tu³,nda¹⁴kwa³tu³,ni¹-nda³kwa³tu³,nda¹³kwa³tu³,nda⁴kwa³tu³,,3–3–3,14–3–3,3–3–3,13–3–3,4–3–3
4436,Yoloxóchitl Mixtec,Amuzgo-Mixtecan,True,False,True,False,False,True,nda³kwaʔ¹a³,hand over,entregar,tr,Trimoraic,Invariable,nda³kwaʔ¹a³,nda¹⁴kwaʔ¹a³,ni¹-nda³kwaʔ¹a³,nda¹³kwaʔ¹a³,nda⁴kwaʔ¹a³,,3–1–3,14–1–3,3–1–3,13–1–3,4–1–3
